Paper, URL, Conference, Year,data,description,txtName
pASSWORD tYPOS and How to Correct Them Securely.,https://doi.org/10.1109/SP.2016.53,sp,2016,,,07546536.txt
BitIodine: Extracting Intelligence from the Bitcoin Network.,https://doi.org/10.1007/978-3-662-45472-5_29,fc,2014,,,fc14_submission_11.txt
Shadow: Running Tor in a Box for Accurate and Efficient Experimentation.,http://www.internetsociety.org/shadow-running-tor-box-accurate-and-efficient-experimentation,ndss,2012,,,09_3.txt
Growth analysis of a large ISP.,http://doi.acm.org/10.1145/2504730.2504769,imc,2013,,,p347-ferguson.txt
A2: Analog Malicious Hardware.,https://doi.org/10.1109/SP.2016.10,sp,2016,,,07546493.txt
Automated Analysis and Synthesis of Authenticated Encryption Schemes.,http://doi.acm.org/10.1145/2810103.2813636,ccs,2015,,,p84-hoang.txt
CommitCoin: Carbon Dating Commitments with Bitcoin - (Short Paper).,https://doi.org/10.1007/978-3-642-32946-3_28,fc,2012,,,
Bitcoin over Tor isn't a Good Idea.,https://doi.org/10.1109/SP.2015.15,sp,2015,,,07163022.txt
Demystifying the dark side of the middle: a field study of middlebox failures in datacenters.,http://doi.acm.org/10.1145/2504730.2504737,imc,2013,,,p9-potharaju.txt
No Pardon for the Interruption: New Inference Attacks on Android Through Interrupt Timing Analysis.,https://doi.org/10.1109/SP.2016.32,sp,2016,,,07546515.txt
Protecting sensitive web content from client-side vulnerabilities with CRYPTONS.,http://doi.acm.org/10.1145/2508859.2516743,ccs,2013,,,p1311-dong.txt
Trusted Display on Untrusted Commodity Platforms.,http://doi.acm.org/10.1145/2810103.2813719,ccs,2015,,,p989-yu.txt
Integro: Leveraging Victim Prediction for Robust Fake Account Detection in OSNs.,http://www.internetsociety.org/doc/integro-leveraging-victim-prediction-robust-fake-account-detection-osns,ndss,2015,,,
Crossroads: A Practical Data Sketching Solution for Mining Intersection of Streams.,http://doi.acm.org/10.1145/2663716.2663733,imc,2014,,,p223-yu.txt
Firmalice - Automatic Detection of Authentication Bypass Vulnerabilities in Binary Firmware.,http://www.internetsociety.org/doc/firmalice-automatic-detection-authentication-bypass-vulnerabilities-binary-firmware,ndss,2015,,,11_1_2.txt
DroydSeuss: A Mobile Banking Trojan Tracker (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_14,fc,2016,,,14_Coletta 2.31.51 PM.txt
Town Crier: An Authenticated Data Feed for Smart Contracts.,http://doi.acm.org/10.1145/2976749.2978326,ccs,2016,,,
Lucky Thirteen: Breaking the TLS and DTLS Record Protocols.,https://doi.org/10.1109/SP.2013.42,sp,2013,,,06547131 2.31.52 PM.txt
SafeDSA: Safeguard Dynamic Spectrum Access against Fake Secondary Users.,http://doi.acm.org/10.1145/2810103.2813717,ccs,2015,,,p304-jin.txt
CacheAudit: A Tool for the Static Analysis of Cache Side Channels.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/doychev,uss,2013,,,sec13-paper_doychev.txt
UIPicker: User-Input Privacy Identification in Mobile Applications.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/nan,uss,2015,,,sec15-paper-nan.txt
Faster Private Set Intersection Based on OT Extension.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pinkas,uss,2014,,,sec14-paper-pinkas 2.31.52 PM.txt
Face/Off: Preventing Privacy Leakage From Photos in Social Networks.,http://doi.acm.org/10.1145/2810103.2813603,ccs,2015,,,p781-ilia.txt
Delegatable pseudorandom functions and applications.,http://doi.acm.org/10.1145/2508859.2516668,ccs,2013,,,p669-kiayias.txt
Trusted Browsers for Uncertain Times.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kohlbrenner,uss,2016,,,sec16_paper_kohlbrenner.txt
Game-Theoretic Analysis of DDoS Attacks Against Bitcoin Mining Pools.,https://doi.org/10.1007/978-3-662-44774-1_6,fcw,2014,,,
Confidential Benchmarking Based on Multiparty Computation.,https://doi.org/10.1007/978-3-662-54970-4_10,fc,2016,,,10_Damgaard 2.31.51 PM.txt
DACSA: A Decoupled Architecture for Cloud Security Analysis.,https://www.usenix.org/conference/cset14/workshop-program/gionta,usscset,2014,,,cset14-paper-gionta.txt
"Attacking the Washington, D.C. Internet Voting System.",https://doi.org/10.1007/978-3-642-32946-3_10,fc,2012,,,paper_79.txt
Confidentiality Issues on a GPU in a Virtualized Environment.,https://doi.org/10.1007/978-3-662-45472-5_9,fc,2014,,,fc14_submission_98.txt
Outsmarting Proctors with Smartwatches: A Case Study on Wearable Computing Security.,https://doi.org/10.1007/978-3-662-45472-5_7,fc,2014,,,fc14_submission_139.txt
Optimal Average-Complexity Ideal-Security Order-Preserving Encryption.,http://doi.acm.org/10.1145/2660267.2660277,ccs,2014,,,p275-kerschbaum.txt
Inlined Information Flow Monitoring for JavaScript.,http://doi.acm.org/10.1145/2810103.2813684,ccs,2015,,,p629-chudnov.txt
Secure Track Verification.,https://doi.org/10.1109/SP.2015.20,sp,2015,,,07163027.txt
TrustOTP: Transforming Smartphones into Secure One-Time Password Tokens.,http://doi.acm.org/10.1145/2810103.2813692,ccs,2015,,,p976-sun.txt
MiddlePolice: Toward Enforcing Destination-Defined Policies in the Middle of the Internet.,http://doi.acm.org/10.1145/2976749.2978306,ccs,2016,,,p1268-liu 2.31.51 PM.txt
Sunlight: Fine-grained Targeting Detection at Scale with Statistical Confidence.,http://doi.acm.org/10.1145/2810103.2813614,ccs,2015,,,p554-lecuyer.txt
Trafficking Fraudulent Accounts: The Role of the Underground Market in Twitter Spam and Abuse.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/thomas,uss,2013,,,sec13-paper_thomas.txt
Flash Memory for Ubiquitous Hardware Security Functions: True Random Number Generation and Device Fingerprints.,https://doi.org/10.1109/SP.2012.12,sp,2012,,,06234403 2.31.53 PM.txt
Information Leaks Without Memory Disclosures: Remote Side Channel Attacks on Diversified Code.,http://doi.acm.org/10.1145/2660267.2660309,ccs,2014,,,p54-seibert.txt
Poisoning Network Visibility in Software-Defined Networks: New Attacks and Countermeasures.,http://www.internetsociety.org/doc/poisoning-network-visibility-software-defined-networks-new-attacks-and-countermeasures,ndss,2015,,,10_4_2.txt
Detecting Logic Vulnerabilities in E-commerce Applications.,http://www.internetsociety.org/doc/detecting-logic-vulnerabilities-e-commerce-applications,ndss,2014,,,04_4_1.txt
The Price of Free: Privacy Leakage in Personalized Mobile In-Apps Ads.,http://www.internetsociety.org/sites/default/files/blogs-media/price-of-free-privacy-leakage-personalized-mobile-in-app-ads.pdf,ndss,2016,,,
"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework.",https://doi.org/10.1109/SP.2013.36,sp,2013,,,06547125 2.31.52 PM.txt
"Micro-Policies: Formally Verified, Tag-Based Security Monitors.",https://doi.org/10.1109/SP.2015.55,sp,2015,,,07163062.txt
Accessorize to a Crime: Real and Stealthy Attacks on State-of-the-Art Face Recognition.,http://doi.acm.org/10.1145/2976749.2978392,ccs,2016,,,p1528-sharif 2.31.51 PM.txt
Guess Who's Texting You? Evaluating the Security of Smartphone Messaging Applications.,http://www.internetsociety.org/guess-whos-texting-you-evaluating-security-smartphone-messaging-applications,ndss,2012,,,
Increasing Security Sensitivity With Social Proof: A Large-Scale Experimental Confirmation.,http://doi.acm.org/10.1145/2660267.2660271,ccs,2014,,,p739-das.txt
Trustworthy Whole-System Provenance for the Linux Kernel.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/bates,uss,2015,,,sec15-paper-bates 2.31.51 PM.txt
Macaroons: Cookies with Contextual Caveats for Decentralized Authorization in the Cloud.,http://www.internetsociety.org/doc/macaroons-cookies-contextual-caveats-decentralized-authorization-cloud,ndss,2014,,,04_3_1.txt
Leave Your Phone at the Door: Side Channels that Reveal Factory Floor Secrets.,http://doi.acm.org/10.1145/2976749.2978323,ccs,2016,,,p883-hojjati 2.31.51 PM.txt
A Measurement Study on Co-residence Threat inside the Cloud.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/xu,uss,2015,,,sec15-paper-xu.txt
Framing Signals - A Return to Portable Shellcode.,https://doi.org/10.1109/SP.2014.23,sp,2014,,,06956568.txt
A Large-Scale Analysis of the Security of Embedded Firmwares.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/costin,uss,2014,,,sec14-paper-costin 2.31.52 PM.txt
Identifiability of link metrics based on end-to-end path measurements.,http://doi.acm.org/10.1145/2504730.2504738,imc,2013,,,p391-ma.txt
fTPM: A Software-Only Implementation of a TPM Chip.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/raj,uss,2016,,,sec16_paper_raj.txt
Handcrafted Fraud and Extortion: Manual Account Hijacking in the Wild.,http://doi.acm.org/10.1145/2663716.2663749,imc,2014,,,p347-bursztein.txt
SherLock vs Moriarty: A Smartphone Dataset for Cybersecurity Research.,http://doi.acm.org/10.1145/2996758.2996764,ccsaisec,2016,,,
Measuring the impact of the copyright amendment act on New Zealand residential DSL users.,http://doi.acm.org/10.1145/2398776.2398833,imc,2012,,,p551-alcock 2.31.52 PM.txt
Preventing accidental data disclosure in modern operating systems.,http://doi.acm.org/10.1145/2508859.2516677,ccs,2013,,,p1029-nadkarni.txt
iSeeYou: Disabling the MacBook Webcam Indicator LED.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/brocker,uss,2014,,,sec14-paper-brocker 2.31.52 PM.txt
SKEE: A lightweight Secure Kernel-level Execution Environment for ARM.,http://www.internetsociety.org/sites/default/files/blogs-media/skee-lightweight-secure-kernel-level-execution-environment-for-arm.pdf,ndss,2016,,,
Mitigating Storage Side Channels Using Statistical Privacy Mechanisms.,http://doi.acm.org/10.1145/2810103.2813645,ccs,2015,,,p1582-xiao.txt
Sublinear Scaling for Multi-Client Private Information Retrieval.,https://doi.org/10.1007/978-3-662-47854-7_10,fc,2015,,,paper_48.txt
PlaceRaider: Virtual Theft in Physical Spaces with Smartphones.,http://internetsociety.org/doc/placeraider-virtual-theft-physical-spaces-smartphones,ndss,2013,,,02_2_0.txt
_‹__berSpark: Enforcing Verifiable Object Abstractions for Automated Compositional Security Analysis of a Hypervisor.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/vasudevan,uss,2016,,,sec16_paper_vasudevan.txt
Instant and Robust Authentication and Key Agreement among Mobile Devices.,http://doi.acm.org/10.1145/2976749.2978298,ccs,2016,,,p616-xi 2.31.51 PM.txt
Insights into User Behavior in Dealing with Internet Attacks.,http://www.internetsociety.org/insights-user-behavior-dealing-internet-attacks,ndss,2012,,,P08_1.txt
Optimally Robust Private Information Retrieval.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/devet,uss,2012,,,sec12-final90.txt
Social Turing Tests: Crowdsourcing Sybil Detection.,http://internetsociety.org/doc/social-turing-tests-crowdsourcing-sybil-detection,ndss,2013,,,06_1_0.txt
"Fast, Lean, and Accurate: Modeling Password Guessability Using Neural Networks.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/melicher,uss,2016,,,sec16_paper_melicher.txt
Mitigating Smart Card Fault Injection with Link-Time Code Rewriting: A Feasibility Study.,https://doi.org/10.1007/978-3-642-39884-1_19,fc,2013,,,7-2.txt
ShadowReplica: efficient parallelization of dynamic data flow tracking.,http://doi.acm.org/10.1145/2508859.2516704,ccs,2013,,,p235-jee.txt
Practically Efficient Secure Single-Commodity Multi-market Auctions.,https://doi.org/10.1007/978-3-662-54970-4_7,fc,2016,,,07_Aly 2.31.51 PM.txt
"Sex, Lies, or Kittens? Investigating the Use of Snapchat's Self-Destructing Messages.",https://doi.org/10.1007/978-3-662-45472-5_5,fc,2014,,,fc14_submission_21.txt
Automating Fast and Secure Translations from Type-I to Type-III Pairing Schemes.,http://doi.acm.org/10.1145/2810103.2813601,ccs,2015,,,p1370-akinyele.txt
"Rosemary: A Robust, Secure, and High-performance Network Operating System.",http://doi.acm.org/10.1145/2660267.2660353,ccs,2014,,,p78-shin.txt
EvilSeed: A Guided Approach to Finding Malicious Web Pages.,https://doi.org/10.1109/SP.2012.33,sp,2012,,,06234428 2.31.53 PM.txt
FlowFox: a web browser with flexible and precise information flow control.,http://doi.acm.org/10.1145/2382196.2382275,ccs,2012,,,p748-degroef 2.31.53 PM.txt
Measuring the Practical Impact of DNSSEC Deployment.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/lian,uss,2013,,,sec13-paper_lian.txt
New Results for Timing-Based Attestation.,https://doi.org/10.1109/SP.2012.45,sp,2012,,,06234416 2.31.52 PM.txt
Private Set Intersection: Are Garbled Circuits Better than Custom Protocols?,http://www.internetsociety.org/private-set-intersection-are-garbled-circuits-better-custom-protocols,ndss,2012,,,
Off-Path TCP Exploits: Global Rate Limit Considered Dangerous.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/cao,uss,2016,,,sec16_paper_cao.txt
The Million-Key Question - Investigating the Origins of RSA Public Keys.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/svenda,uss,2016,,,sec16_paper_svenda.txt
Foundations of garbled circuits.,http://doi.acm.org/10.1145/2382196.2382279,ccs,2012,,,p784-bellare 2.31.53 PM.txt
Going Wild: Large-Scale Classification of Open DNS Resolvers.,http://doi.acm.org/10.1145/2815675.2815683,imc,2015,,,p355-kuhrer.txt
Towards a Complete View of the Certificate Ecosystem.,http://dl.acm.org/citation.cfm?id=2987462,imc,2016,,,p543-vandersloot.txt
Enforcing Kernel Security Invariants with Data Flow Integrity.,http://www.internetsociety.org/sites/default/files/blogs-media/enforcing-kernal-security-invariants-data-flow-integrity.pdf,ndss,2016,,,
MNTP: Enhancing Time Synchronization for Mobile Devices.,http://dl.acm.org/citation.cfm?id=2987484,imc,2016,,,p335-mani.txt
A Metric for the Evaluation and Comparison of Keylogger Performance.,https://www.usenix.org/conference/cset14/workshop-program/presentation/fiebig,usscset,2014,,,cset14-paper-fiebig.txt
Unconditionally-Secure Robust Secret Sharing with Minimum Share Size.,https://doi.org/10.1007/978-3-642-39884-1_9,fc,2013,,,3-2.txt
Eclipse Attacks on Bitcoin's Peer-to-Peer Network.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/heilman,uss,2015,,,sec15-paper-heilman.txt
Non-tracking web analytics.,http://doi.acm.org/10.1145/2382196.2382268,ccs,2012,,,p687-akkus 2.31.52 PM.txt
ANONIZE: A Large-Scale Anonymous Survey System.,https://doi.org/10.1109/SP.2014.31,sp,2014,,,06956576.txt
Detection of On-Road Vehicles Emanating GPS Interference.,http://doi.acm.org/10.1145/2660267.2660336,ccs,2014,,,p621-kar.txt
On Demystifying the Android Application Framework: Re-Visiting Android Permission Specification Analysis.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/backes_android,uss,2016,,,sec16_paper_backes-android.txt
A Short Paper on the Incentives to Share Private Information for Population Estimates.,https://doi.org/10.1007/978-3-662-47854-7_25,fc,2015,,,
PlaceAvoider: Steering First-Person Cameras away from Sensitive Spaces.,http://www.internetsociety.org/doc/placeavoider-steering-first-person-cameras-away-sensitive-spaces,ndss,2014,,,09_1_1.txt
Securing Multiparty Online Services Via Certification of Symbolic Transactions.,https://doi.org/10.1109/SP.2015.56,sp,2015,,,07163063.txt
Breaking Kernel Address Space Layout Randomization with Intel TSX.,http://doi.acm.org/10.1145/2976749.2978321,ccs,2016,,,p380-jang 2.31.51 PM.txt
Making argument systems for outsourced computation practical (sometimes).,http://www.internetsociety.org/making-argument-systems-outsourced-computation-practical-sometimes,ndss,2012,,,04_3.txt
De-anonymizing Programmers via Code Stylometry.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/caliskan-islam,uss,2015,,,sec15-paper-caliskan-islam 2.31.51 PM.txt
FRESCO: Modular Composable Security Services for Software-Defined Networks.,http://internetsociety.org/doc/fresco-modular-composable-security-services-software-defined-networks,ndss,2013,,,07_2_0.txt
Elligator Squared: Uniform Points on Elliptic Curves of Prime Order as Uniform Random Strings.,https://doi.org/10.1007/978-3-662-45472-5_10,fc,2014,,,fc14_submission_25.txt
Chainsaw: Chained Automated Workflow-based Exploit Generation.,http://doi.acm.org/10.1145/2976749.2978380,ccs,2016,,,p641-alhuzali 2.31.51 PM.txt
UniSan: Proactive Kernel Memory Initialization to Eliminate Data Leakages.,http://doi.acm.org/10.1145/2976749.2978366,ccs,2016,,,p920-lu.txt
On Subnormal Floating Point and Abnormal Timing.,https://doi.org/10.1109/SP.2015.44,sp,2015,,,07163051.txt
Last-Level Cache Side-Channel Attacks are Practical.,https://doi.org/10.1109/SP.2015.43,sp,2015,,,07163050.txt
Hubble: Transparent and Extensible Malware Analysis by Combining Hardware Virtualization and Software Emulation.,http://www.internetsociety.org/hubble-transparent-and-extensible-malware-analysis-combining-hardware-virtualization-and-software,ndss,2012,,,
PICCO: a general-purpose compiler for private distributed computation.,http://doi.acm.org/10.1145/2508859.2516752,ccs,2013,,,p813-zhang.txt
Prefetch Side-Channel Attacks: Bypassing SMAP and Kernel ASLR.,http://doi.acm.org/10.1145/2976749.2978356,ccs,2016,,,p368-gruss 2.31.51 PM.txt
Mix&amp;Slice: Efficient Access Revocation in the Cloud.,http://doi.acm.org/10.1145/2976749.2978377,ccs,2016,,,
On the Security of Picture Gesture Authentication.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/zhao,uss,2013,,,sec13-paper_zhao.txt
HDFI: Hardware-Assisted Data-Flow Isolation.,https://doi.org/10.1109/SP.2016.9,sp,2016,,,07546472.txt
Upgrading HTTPS in mid-air: An empirical study of strict transport security and key pinning.,http://www.internetsociety.org/doc/upgrading-https-mid-air-empirical-study-strict-transport-security-and-key-pinning,ndss,2015,,,Upgrading-HTTPS-in-Mid-Air-An-Empirical-Study-of-Strict-Transport-Security-and-Key-Pinning.txt
SandScout: Automatic Detection of Flaws in iOS Sandbox Profiles.,http://doi.acm.org/10.1145/2976749.2978336,ccs,2016,,,p704-deshotels 2.31.51 PM.txt
Ariadne: A Minimal Approach to State Continuity.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/strackx,uss,2016,,,sec16_paper_strackx.txt
Taking Routers Off Their Meds: Why Assumptions Of Router Stability Are Dangerous.,http://www.internetsociety.org/taking-routers-their-meds-why-assumptions-router-stability-are-dangerous,ndss,2012,,,05_5.txt
Honey Sheets: What Happens to Leaked Google Spreadsheets?,https://www.usenix.org/conference/cset16/workshop-program/presentation/lazarov,usscset,2016,,,cset16-paper-lazarov.txt
Secure High-Rate Transaction Processing in Bitcoin.,https://doi.org/10.1007/978-3-662-47854-7_32,fc,2015,,,paper_30.txt
Private eCash in Practice (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_6,fc,2016,,,06_Barki 2.31.51 PM.txt
Privacy-Preserving Ridge Regression on Hundreds of Millions of Records.,https://doi.org/10.1109/SP.2013.30,sp,2013,,,06547119 2.31.52 PM.txt
Sorting and Searching Behind the Curtain.,https://doi.org/10.1007/978-3-662-47854-7_8,fc,2015,,,paper_89 (1).txt
Empirical Analysis of Denial-of-Service Attacks in the Bitcoin Ecosystem.,https://doi.org/10.1007/978-3-662-44774-1_5,fcw,2014,,,
Strong Non-Interference and Type-Directed Higher-Order Masking.,http://doi.acm.org/10.1145/2976749.2978427,ccs,2016,,,p116-barthe.txt
Limiting the Impact of Stealthy Attacks on Industrial Control Systems.,http://doi.acm.org/10.1145/2976749.2978388,ccs,2016,,,p1092-urbina 2.31.51 PM.txt
Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures.,http://doi.acm.org/10.1145/2810103.2813677,ccs,2015,,,p1322-fredrikson.txt
Sample or Random Security - A Security Model for Segment-Based Visual Cryptography.,https://doi.org/10.1007/978-3-662-45472-5_19,fc,2014,,,fc14_submission_112.txt
Control-Alt-Hack: the design and evaluation of a card game for computer security awareness and education.,http://doi.acm.org/10.1145/2508859.2516753,ccs,2013,,,p915-denning.txt
"20 Years of Network and Distributed Systems Security: The Good, the Bad, and the Ugly.",http://www.internetsociety.org/doc/20-years-network-and-distributed-systems-security-good-bad-and-ugly,ndss,2013,,,Presentation_Kemmerer.txt
Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zimmeck,uss,2014,,,sec14-paper-zimmeck 2.31.52 PM.txt
User-Driven Access Control: Rethinking Permission Granting in Modern Operating Systems.,https://doi.org/10.1109/SP.2012.24,sp,2012,,,
A Comprehensive Measurement Study of Domain Generating Malware.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/plohmann,uss,2016,,,sec16_paper_plohmann.txt
Power Attack: An Increasing Threat to Data Centers.,http://www.internetsociety.org/doc/power-attack-increasing-threat-data-centers,ndss,2014,,,09_3_1.txt
High System-Code Security with Low Overhead.,https://doi.org/10.1109/SP.2015.58,sp,2015,,,07163065.txt
EKHunter: A Counter-Offensive Toolkit for Exploit Kit Infiltration.,http://www.internetsociety.org/doc/ekhunter-counter-offensive-toolkit-exploit-kit-infiltration,ndss,2015,,,03_5_1.txt
Alternative Implementations of Secure Real Numbers.,http://doi.acm.org/10.1145/2976749.2978348,ccs,2016,,,p553-dimitrov 2.31.51 PM.txt
Verified security of redundancy-free encryption from Rabin and RSA.,http://doi.acm.org/10.1145/2382196.2382272,ccs,2012,,,p724-barthe 2.31.52 PM.txt
"Back in Black: Towards Formal, Black Box Analysis of Sanitizers and Filters.",https://doi.org/10.1109/SP.2016.14,sp,2016,,,07546497.txt
Paying the Guard: An Entry-Guard-Based Payment System for Tor.,https://doi.org/10.1007/978-3-662-47854-7_26,fc,2015,,,paper_112.txt
A Trusted Safety Verifier for Process Controller Code.,http://www.internetsociety.org/doc/trusted-safety-verifier-process-controller-code,ndss,2014,,,02_2_1.txt
One Bad Apple: Backwards Compatibility Attacks on State-of-the-Art Cryptography.,http://internetsociety.org/doc/one-bad-apple-backwards-compatibility-attacks-state-art-cryptography,ndss,2013,,,10_4_0.txt
"Discrete Choice, Social Interaction, and Policy in Encryption Technology Adoption (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_16,fc,2016,,,16_Caulfield 2.31.51 PM.txt
Rocking Drones with Intentional Sound Noise on Gyroscopic Sensors.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/son,uss,2015,,,sec15-paper-son.txt
Attack Surface Metrics and Automated Compile-Time OS Kernel Tailoring.,http://internetsociety.org/doc/attack-surface-metrics-and-automated-compile-time-os-kernel-tailoring,ndss,2013,,,03_2_0.txt
Deanonymizing mobility traces: using social network as a side-channel.,http://doi.acm.org/10.1145/2382196.2382262,ccs,2012,,,
SeCReT: Secure Channel between Rich Execution Environment and Trusted Execution Environment.,http://www.internetsociety.org/doc/secret-secure-channel-between-rich-execution-environment-and-trusted-execution-environment,ndss,2015,,,03_3_2.txt
Knock Yourself Out: Secure Authentication with Short Re-Usable Passwords.,http://www.internetsociety.org/doc/knock-yourself-out-secure-authentication-short-re-usable-passwords,ndss,2015,,,08_4_0.txt
Fingerprinting Web Users Through Font Metrics.,https://doi.org/10.1007/978-3-662-47854-7_7,fc,2015,,,paper_83.txt
A Protocol for Privately Reporting Ad Impressions at Scale.,http://doi.acm.org/10.1145/2976749.2978407,ccs,2016,,,p1591-green 2.31.51 PM.txt
Cache Storage Channels: Alias-Driven Attacks and Verified Countermeasures.,https://doi.org/10.1109/SP.2016.11,sp,2016,,,07546494.txt
An Analysis of the Privacy and Security Risks of Android VPN Permission-enabled Apps.,http://dl.acm.org/citation.cfm?id=2987471,imc,2016,,,p349-ikram.txt
Time to Measure the Pi.,http://dl.acm.org/citation.cfm?id=2987476,imc,2016,,,p327-membrey.txt
Relational abstraction in community-based secure collaboration.,http://doi.acm.org/10.1145/2508859.2516720,ccs,2013,,,p585-fong.txt
Using naive bayes to detect spammy names in social networks.,http://doi.acm.org/10.1145/2517312.2517314,ccsaisec,2013,,,p3-freeman.txt
An Empirical Study of Web Vulnerability Discovery Ecosystems.,http://doi.acm.org/10.1145/2810103.2813704,ccs,2015,,,p1105-zhao.txt
Measuring password guessability for an entire university.,http://doi.acm.org/10.1145/2508859.2516726,ccs,2013,,,p173-mazurek.txt
Efficiently Verifiable Computation on Encrypted Data.,http://doi.acm.org/10.1145/2660267.2660366,ccs,2014,,,p844-fiore.txt
Transparent Data Deduplication in the Cloud.,http://doi.acm.org/10.1145/2810103.2813630,ccs,2015,,,p886-armknecht.txt
Using extreme learning machine for intrusion detection in a big data environment.,http://doi.acm.org/10.1145/2666652.2666664,ccsaisec,2014,,,p73-xiang.txt
Optimal Distributed Password Verification.,http://doi.acm.org/10.1145/2810103.2813722,ccs,2015,,,p182-camenisch.txt
Cryptocurrencies Without Proof of Work.,https://doi.org/10.1007/978-3-662-53357-4_10,fcw,2016,,,
Selling off User Privacy at Auction.,http://www.internetsociety.org/doc/selling-privacy-auction,ndss,2014,,,
Measuring and Applying Invalid SSL Certificates: The Silent Majority.,http://dl.acm.org/citation.cfm?id=2987454,imc,2016,,,p527-chung.txt
Investigating Commercial Pay-Per-Install and the Distribution of Unwanted Software.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/thomas,uss,2016,,,sec16_paper_thomas.txt
Investigating the Computer Security Practices and Needs of Journalists.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/mcgregor,uss,2015,,,sec15-paper-mcgregor 2.31.51 PM.txt
An Epidemiological Study of Malware Encounters in a Large Enterprise.,http://doi.acm.org/10.1145/2660267.2660330,ccs,2014,,,p1117-yen.txt
Routing state distance: a path-based metric for network analysis.,http://doi.acm.org/10.1145/2398776.2398802,imc,2012,,,p239-gursun 2.31.52 PM.txt
New kid on the block: exploring the google+ social graph.,http://doi.acm.org/10.1145/2398776.2398794,imc,2012,,,p159-magno 2.31.52 PM.txt
Neuroscience Meets Cryptography: Designing Crypto Primitives Secure Against Rubber Hose Attacks.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/bojinov,uss,2012,,,sec12-final25.txt
ROP is Still Dangerous: Breaking Modern Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/carlini,uss,2014,,,sec14-paper-carlini 2.31.52 PM.txt
Towards Automated Dynamic Analysis for Linux-based Embedded Firmware.,http://www.internetsociety.org/sites/default/files/blogs-media/towards-automated-dynamic-analysis-linux-based-embedded-firmware.pdf,ndss,2016,,,
Static Detection of Packet Injection Vulnerabilities: A Case for Identifying Attacker-controlled Implicit Information Leaks.,http://doi.acm.org/10.1145/2810103.2813643,ccs,2015,,,p388-chen.txt
Scaling Private Set Intersection to Billion-Element Sets.,https://doi.org/10.1007/978-3-662-45472-5_13,fc,2014,,,fc14_submission_52.txt
Attacks Only Get Better: Password Recovery Attacks Against RC4 in TLS.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/garman,uss,2015,,,sec15-paper-garman.txt
Collaborative Red Teaming for Anonymity System Evaluation.,https://www.usenix.org/conference/cset12/workshop-program/presentation/clark,usscset,2012,,,cset12-final10.txt
Blind Seer: A Scalable Private DBMS.,https://doi.org/10.1109/SP.2014.30,sp,2014,,,07163038.txt
On the Mismanagement and Maliciousness of Networks.,http://www.internetsociety.org/doc/mismanagement-and-maliciousness-networks,ndss,2014,,,01_1_1.txt
PhishEye: Live Monitoring of Sandboxed Phishing Kits.,http://doi.acm.org/10.1145/2976749.2978330,ccs,2016,,,p1402-han 2.31.51 PM.txt
Policy-Sealed Data: A New Abstraction for Building Trusted Cloud Services.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/santos,uss,2012,,,sec12-final22.txt
Transparency Overlays and Applications.,http://doi.acm.org/10.1145/2976749.2978404,ccs,2016,,,p168-chase.txt
