Name,URL,Conf.,Year,Used,Description,Produced,Description,Data,PDF_file_name
SoK: P2PWNED - Modeling and Evaluating the Resilience of Peer-to-Peer Botnets.,http://dx.doi.org/10.1109/SP.2013.17,sp,2013,No,\,No,we enumerated eleven botnets that ,Non-data,06547104.pdf
Finding the Linchpins of the Dark Web: a Study on Topologically Dedicated Hosts on Malicious Web Infrastructures.,http://dx.doi.org/10.1109/SP.2013.18,sp,2013,Yes," Alexa top 60,000 site list and EasyList | Microsoft provides us with around 30 million doorway URLs|We download the malicious URL set posted by the WarningBird project|We run Twitter Search APIs [29] to pick top 10 trending terms every day. |We gather Alexa top 1 million web sites and update them every week. We obtain 2 million URLs in total, most of which are legitimate.",Yes,"Our HIC graph contains in total 60,856 HICs |our approach detects about 5,000 new topologically dedicated malicious hosts and over 20,000 malicious host paths",Data,06547105.pdf
The Crossfire Attack.,http://dx.doi.org/10.1109/SP.2013.19,sp,2013,No,\,No,\,Non-data,06547106.pdf
Ghost Talk: Mitigating EMI Signal Injection Attacks against Analog Sensors.,http://dx.doi.org/10.1109/SP.2013.20,sp,2013,No,\,No,\,Non-data,06547107.pdf
On Limitations of Friendly Jamming for Confidentiality.,http://dx.doi.org/10.1109/SP.2013.21,sp,2013,No,\,No,\,Non-data,06547108.pdf
Ally Friendly Jamming: How to Jam Your Enemy and Maintain Your Own Wireless Connectivity at the Same Time.,http://dx.doi.org/10.1109/SP.2013.22,sp,2013,No,\,No,\,Non-data,06547109.pdf
Practical Timing Side Channel Attacks against Kernel Space ASLR.,http://dx.doi.org/10.1109/SP.2013.23,sp,2013,No,\,No,\,Non-data,06547110.pdf
PrivExec: Private Execution as an Operating System Service.,http://dx.doi.org/10.1109/SP.2013.24,sp,2013,Yes,"In this test, we directed the browsers to visit the top 50 Alexa domains.|In this test, we visited 50 Wikipedia articles.|We cycled 5 times through 10 CNN pages with many embedded images",Yes,"We configured Audacious, a desktop audio player, to iterate through a playlist of 2500 MP3 audio files|We config- ured Feh to load and cycle through 1000 JPEG images|to iterate through a playlist of 100 Matroska files totaling 30 GB containing videos in various formats,|we selected the top 50 applications, excluding all non-free or Ubuntu-specific software.",Data,06547111.pdf
A Hybrid Architecture for Interactive Verifiable Computation.,http://dx.doi.org/10.1109/SP.2013.48,sp,2013,No,\,No,\,Non-data,06547112.pdf
Pinocchio: Nearly Practical Verifiable Computation.,http://dx.doi.org/10.1109/SP.2013.47,sp,2013,No,\,No,\,Non-data,06547113.pdf
ObliviStore: High Performance Oblivious Cloud Storage.,http://dx.doi.org/10.1109/SP.2013.25,sp,2013,No,\,No,\,Non-data,06547114.pdf
Hiding Information in Flash Memory.,http://dx.doi.org/10.1109/SP.2013.26,sp,2013,No,\,No,\,Non-data,06547115.pdf
PUFs in Security Protocols: Attack Models and Security Evaluations.,http://dx.doi.org/10.1109/SP.2013.27,sp,2013,No,\,No,\,Non-data,06547116.pdf
SoK: Secure Data Deletion.,http://dx.doi.org/10.1109/SP.2013.28,sp,2013,No,\,No,\,Non-data,06547117.pdf
Anon-Pass: Practical Anonymous Subscriptions.,http://dx.doi.org/10.1109/SP.2013.29,sp,2013,No,\,No,\,Non-data,06547118.pdf
Privacy-Preserving Ridge Regression on Hundreds of Millions of Records.,http://dx.doi.org/10.1109/SP.2013.30,sp,2013,Yes,we ran our system on real datasets retrieved from the UCI repository,No,\,Data,06547119.pdf
A Scanner Darkly: Protecting User Privacy from Perceptual Applications.,http://dx.doi.org/10.1109/SP.2013.31,sp,2013,Yes,We also experimentally estimated the entropy of sketches on a dataset of 30 frontal face images sampled from the Color FERET database.,Yes,We evaluated DARKLY on 20 OpenCV applications,Data,06547120.pdf
Caveat Coercitor: Coercion-Evidence in Electronic Voting.,http://dx.doi.org/10.1109/SP.2013.32,sp,2013,No,\,No,\,Non-data,06547121.pdf
SoK: The Evolution of Sybil Defense via Social Networks.,http://dx.doi.org/10.1109/SP.2013.33,sp,2013,No,\,No,\,Non-data,06547122.pdf
Zerocoin: Anonymous Distributed E-Cash from Bitcoin.,http://dx.doi.org/10.1109/SP.2013.34,sp,2013,No,\,No,\,Non-data,06547123.pdf
"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework.",http://dx.doi.org/10.1109/SP.2013.36,sp,2013,No,\,No,\,Non-data,06547125.pdf
Implementing TLS with Verified Cryptographic Security.,http://dx.doi.org/10.1109/SP.2013.37,sp,2013,No,\,No,\,Non-data,06547126.pdf
An Ideal-Security Protocol for Order-Preserving Encoding.,http://dx.doi.org/10.1109/SP.2013.38,sp,2013,No,\,No,\,Non-data,06547127.pdf
Efficient Garbling from a Fixed-Key Blockcipher.,http://dx.doi.org/10.1109/SP.2013.39,sp,2013,No,\,No,\,Non-data,06547128.pdf
Circuit Structures for Improving Efficiency of Security and Privacy Tools.,http://dx.doi.org/10.1109/SP.2013.40,sp,2013,No,\,No,\,Non-data,06547129.pdf
SoK: SSL and HTTPS: Revisiting Past Challenges and Evaluating Certificate Trust Model Enhancements.,http://dx.doi.org/10.1109/SP.2013.41,sp,2013,No,\,No,\,Non-data,06547130.pdf
Lucky Thirteen: Breaking the TLS and DTLS Record Protocols.,http://dx.doi.org/10.1109/SP.2013.42,sp,2013,No,\,No,\,Non-data,06547131.pdf
Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting.,http://dx.doi.org/10.1109/SP.2013.43,sp,2013,Yes,"Alexa top 10,000 sites",Yes,"we used a list of 3,804 domains of sites that, when analyzed by Wepawet | we crawled up to 20 pages for each of the Alexa top 10,000 sites|we ana- lyzed the fingerprinting libraries of three large, commercial companies",Data,06547132.pdf
Practical Control Flow Integrity and Randomization for Binary Executables.,http://dx.doi.org/10.1109/SP.2013.44,sp,2013,No,\,No,\,Non-data,06547133.pdf
Just-In-Time Code Reuse: On the Effectiveness of Fine-Grained Address Space Layout Randomization.,http://dx.doi.org/10.1109/SP.2013.45,sp,2013,No,\,No,\,Non-data,06547134.pdf
Welcome to the Entropics: Boot-Time Entropy in Embedded Devices.,http://dx.doi.org/10.1109/SP.2013.46,sp,2013,No,\,No,\,Non-data,06547135.pdf
seL4: From General Purpose to a Proof of Information Flow Enforcement.,http://dx.doi.org/10.1109/SP.2013.35,sp,2013,No,\,No,\,Non-data,p1690-argyros.pdf
Understanding Address Usage in the Visible Internet,http://www.isi.edu/~johnh/PAPERS/Cai09b.pdf,USC/ISI Technical Report,2009,Yes,We use two ICMP surveys taken by USC|We collected VUSC s at our enterprise in order to compare,No,\,Data,Cai09b.pdf
Understanding the Dark Side of Domain Parking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/alrwais,uss,2014,Yes,them are ranked among the top 100k by Alexa |PassiveDNS set (DNS record collection) pro- vided by the Security Information Exchange,Yes,"we extracted a set of salient features from those|the data used in our study was collected from crawling parked domains.|Those crawlers worked on a list of parked domains,|we made about 24M visits to over 100K parked domains.|we were able to collect 1,015 mone-|We further evaluated the false positive rate that could be introduced by the stamps on a dataset containing 768M redirection chains collected by crawl- ing the top 1M Alexa websites | we labeled the 1.2M monetization chains collected from",Data,sec14-paper-alrwais.pdf
Oxymoron: Making Fine-Grained Memory Randomization Practical by Allowing Code Sharing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/backes,uss,2014,No,\,No,\,Non-data,sec14-paper-backes.pdf
BYTEWEIGHT: Learning to Recognize Functions in Binary Code.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bao,uss,2014,No,\,Yes,"Our data set consisted of 2,200 different binaries compiled with four variables:|our data set consisted of 2,064 binaries in total",Data,sec14-paper-bao.pdf
Succinct Non-Interactive Zero Knowledge for a von Neumann Architecture.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/ben-sasson,uss,2014,No,\,No,\,Non-data,sec14-paper-ben-sasson.pdf
Brahmastra: Driving Apps to Test the Security of Third-Party Components.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bhoraskar,uss,2014,Yes,Web of Trust (WoT) database |we use a list of apps categorized as Kids in Amazons Android app store,Yes,"175 out of 220 childrenês apps we tested display ads |We crawled 12,571 unique apps from the Google Play store from late December 2012 till |We then identify the requests made by the ad libraries to their server component us- ing domain names.",Data,sec14-paper-bhoraskar.pdf
A Look at Targeted Attacks Through the Lense of an NGO.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/le-blond,uss,2014,Yes,"we then scraped the National Vulnerability Database | we submitted the documents to VirusTotal|In particular, we found 247 RAR and 49 ZIP containing malicious EXE",Yes,"The two volunteers shared with us the headers and content of 1,493 suspi- cious emails | The emails contained 209 links and 1,649 attachments|we observed that malicious emails had been sent to 1,250 unique email addresses and 157 organizations. |Our analysis below was done on 689 malware samples that we extracted from malicious documents.",Data,sec14-paper-blond.pdf
Towards Reliable Storage of 56-bit Secrets in Human Memory.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bonneau,uss,2014,No,\,No,\,Non-data,sec14-paper-bonneau.pdf
iSeeYou: Disabling the MacBook Webcam Indicator LED.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/brocker,uss,2014,No,\,No,\,Non-data,sec14-paper-brocker.pdf
ROP is Still Dangerous: Breaking Modern Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/carlini,uss,2014,No,\,No,\,Non-data,sec14-paper-carlini.pdf
On the Practical Exploitability of Dual EC in TLS Implementations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,uss,2014,No,\,Yes,We collected a large dataset of TLS session information from servers listening on port 443 in ,Data,sec14-paper-checkoway.pdf
Peeking into Your App without Actually Seeing It: UI State Inference and Novel Android Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/chen,uss,2014,No,\,No,\,Non-data,sec14-paper-chen.pdf
A Large-Scale Analysis of the Security of Embedded Firmwares.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/costin,uss,2014,No,\,Yes,"Our crawler collected 759,273 files, for a total of 1.8TB of data. ",Data,sec14-paper-costin.pdf
SpanDex: Secure Password Tracking for Android.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/cox,uss,2014,No,\,Yes,"First, we ran 50 popular apps from Googleês Play Store. ",Data,sec14-paper-cox.pdf
Static Detection of Second-Order Vulnerabilities in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dahse,uss,2014,No,\,Yes,Our prototype reported a total of 159 valid second-order vulnerabilities with a |,Data,sec14-paper-dahse.pdf
Burst ORAM: Minimizing ORAM Response Times for Bursty Access Patterns.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dautrich,uss,2014,Yes,The third workload is based on the NetApp Dataset ,No,\,Data,sec14-paper-dautrich.pdf
Stitching the Gadgets: On the Ineffectiveness of Coarse-Grained Control-Flow Integrity Protection.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/davi,uss,2014,No,\,No,\,Non-data,sec14-paper-davi.pdf
Ad-Hoc Secure Two-Party Computation on Mobile Devices using Hardware Tokens.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/demmler,uss,2014,No,\,No,\,Non-data,sec14-paper-demmler.pdf
An Internet-Wide View of Internet-Wide Scanning.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/durumeric,uss,2014,Yes,"The University of Michigan performs regular ZMap scans for HTTPS hosts in order to track the certificate authority ecosystem | Shodan completed 2,294 scans targeting 53 ports, send- ing an estimated 209 billion probes from six servers",Yes,We detected 10.8 million scans from 1.76 million hosts|Our dataset consists of all traffic,Data,sec14-paper-durumeric.pdf
Blanket Execution: Dynamic Similarity Testing for Program Binaries and Components.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/egele,uss,2014,No,\,Yes,"In total our dataset consists of 1,140 unique binary applications,| In our dataset 37 different programs contained duplicates ",Data,sec14-paper-egele.pdf
Password Portfolios and the Finite-Effort User: Sustainably Managing Large Numbers of Accounts.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/florencio,uss,2014,No,\,No,\,Non-data,sec14-paper-florencio.pdf
Privacy in Pharmacogenetics: An End-to-End Case Study of Personalized Warfarin Dosing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson_matthew,uss,2014,No,\,No,\,Non-data,sec14-paper-fredrikson-privacy.pdf
Zê„: An Optimizing Distributing Zero-Knowledge Compiler.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson,uss,2014,No,\,No,\,Non-data,sec14-paper-fredrikson-z0.pdf
Size Does Matter: Why Using Gadget-Chain Length to Prevent Code-Reuse Attacks is Hard.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/goktas,uss,2014,No,\,No,\,Non-data,sec14-paper-goktas.pdf
Targeted Threat Index: Characterizing and Quantifying Politically-Motivated Targeted Malware.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/hardy,uss,2014,No,\,Yes,Our primary data source is a collection of e-mails identified by participants |The e-mails examined in this study span over four years,Data,sec14-paper-hardy.pdf
ASM: A Programmable Interface for Extending Android Security.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/heuser,uss,2014,No,\,No,\,Non-data,sec14-paper-heuser.pdf
Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/jansen,uss,2014,Yes,"traceroute data from CAIDA [2], and client/server data from the Tor Metrics Portal [8] and Alexa [1]. ",Yes,"To collect congestion information in Tor, we first ran three live relays ",Data,sec14-paper-jansen.pdf
Hulk: Eliciting Malicious Behavior in Browser Extensions.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kapravelos,uss,2014,Yes,To evaluate Hulk we use two sources of extensions,No,\,Data,sec14-paper-kapravelos.pdf
On the Effective Prevention of TLS Man-in-the-Middle Attacks in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/karapanos,uss,2014,No,\,No,\,Non-data,sec14-paper-karapanos.pdf
ret2dir: Rethinking Kernel Isolation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kemerlis,uss,2014,No,\,No,\,Non-data,sec14-paper-kemerlis.pdf
BareCloud: Bare-metal Analysis-based Evasive Malware Detection.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kirat,uss,2014,No,\,Yes,We first built the ground truth dataset of evasive mal- ware and non-evasive malware samples.,Data,sec14-paper-kirat.pdf
Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/komanduri,uss,2014,No,\,Yes,We recruited participants from Amazonês Mechanical Turk by listing a Human Intelligence Task |We downloaded our encrypted logs to a researcherês workstation for decryption and analysis.,Data,sec14-paper-komanduri.pdf
TRUESET: Faster Verifiable Set Computations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kosba,uss,2014,No,\,No,\,Non-data,sec14-paper-kosba.pdf
Exit from Hell? Reducing the Impact of Amplification DDoS Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kuhrer,uss,2014,Yes,we used the MaxMind GeoIP database,Yes,"We run two separated TCP scans to mimic both behaviors. |In total, 66,785,451 HTTP hosts, 23,519,493 Telnet hosts, and 1,845,346 CUPS hosts replied to our requests.|We ran the scans on a weekly basis from Nov 22, 2013 to Feb 21, 2014 to observe potential changes |During the course of our scans, we received 90 emails from administrators asking about the scanning experi- ments.",Data,sec14-paper-kuhrer.pdf
Mimesis Aegis: A Mimicry Privacy Shield-A System's Approach to Data Privacy on Public Cloud.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lau,uss,2014,No,\,No,\,Non-data,sec14-paper-lau.pdf
XRay: Enhancing the Web's Transparency with Differential Correlation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lecuyer,uss,2014,No,\,No,\,Non-data,sec14-paper-lecuyer.pdf
"SDDR: Light-Weight, Secure Mobile Encounters.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lentz,uss,2014,No,\,No,\,Non-data,sec14-paper-lentz-update.pdf
A Large-Scale Empirical Analysis of Chinese Web Passwords.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhigong,uss,2014,No,\,Yes,"we analyzed a corpus of over 100 million passwords from multiple websites that are in Chinese and English, respectively",Data,sec14-paper-li-zhigong.pdf
The Emperor's New Password Manager: Security Analysis of Web-based Password Managers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhiwei,uss,2014,No,\,No,\,Non-data,sec14-paper-li-zhiwei.pdf
"LibFTE: A Toolkit for Constructing Practical, Format-Abiding Encryption Schemes.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/luchaup,uss,2014,No,\,No,\,Non-data,sec14-paper-luchaup.pdf
When Governments Hack Opponents: A Look at Actors and Technology.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/marczak,uss,2014,No,\,Yes,"We searched for the dis- tinctive SSL certificates in two Internet Census service probes, and SSL certificate scans from ZMap|we probed all of the IP ad- dresses that we collected|our fingerprints matched 92 dis- tinct IP addresses in 35 different countries.",Data,sec14-paper-marczak.pdf
Revisiting SSL/TLS Implementations: New Bleichenbacher Side Channels and Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/meyer,uss,2014,No,\,No,\,Non-data,sec14-paper-meyer.pdf
Gyrophone: Recognizing Speech from Gyroscope Signals.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/michalevsky,uss,2014,No,\,No,\,Non-data,sec14-paper-michalevsky.pdf
Security Analysis of a Full-Body Scanner.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/mowery,uss,2014,No,\,No,\,Non-data,sec14-paper-mowery.pdf
From the Aether to the Ethernet - Attacking the Internet using Broadcast Digital Television.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/oren,uss,2014,No,\,Yes,Our analysis was based on the NASA SEDAC Metropolitan Statistical Areas dataset ,Data,sec14-paper-oren.pdf
Preventing Cryptographic Key Leakage in Cloud Virtual Machines.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pattuk,uss,2014,No,\,No,\,Non-data,sec14-paper-pattuck.pdf
X-Force: Force-Executing Binary Programs for Security Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/peng,uss,2014,No,\,No,\,Non-data,sec14-paper-peng.pdf
Faster Private Set Intersection Based on OT Extension.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pinkas,uss,2014,No,\,No,\,Non-data,sec14-paper-pinkas.pdf
Optimizing Seed Selection for Fuzzing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/rebert,uss,2014,No,\,Yes,"All seed files gathered for our fuzzing ex- periments (4,912,142 files making up more than 6TB of data) were automatically crawled from the internet us- ing the Bing API. ",Data,sec14-paper-rebert.pdf
DSCRETE: Automatic Rendering of Forensic Information from Memory Images via Application Logic Reuse.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/saltaformaggio,uss,2014,No,\,No,\,Non-data,sec14-paper-saltaformaggio.pdf
Cardinal Pill Testing of System Virtual Machines.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/shi,uss,2014,No,\,No,\,Non-data,sec14-paper-shi.pdf
Password Managers: Attacks and Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/silver,uss,2014,Yes,we surveyed Alexa Top 500 sites ,No,\,Data,sec14-paper-silver.pdf
Automatically Detecting Vulnerable Websites Before They Turn Malicious.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/soska,uss,2014,Yes,"data from PhishTank | From a related measurement project [19], we obtained a list, collected between October 20, 2011 and September 16, 2013, of 738,479 unique links,",Yes,"We randomly sampled the entire .com zone file from January 14th, 2014. ",Data,sec14-paper-soska.pdf
Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/stock,uss,2014,No,\,Yes,"We used the method- ology applied for our previous paper [18] to collect a set of 1,602 unique real-world DOM-based XSS vulner- abilities on 958 domains. ",Data,sec14-paper-stock.pdf
"The Long Taile"" of Typosquatting Domain Names.""",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/szurdi,uss,2014,Yes,"we collect registration data from the WHOIS global database. |The Alexa list of the top 1 million sites from March 15, 2013 serves as a benchmark for popularity |we check the typo domains from the .com zone file against twelve different domain name blacklists.",Yes,We collect DNS data to explore the background infrastructure serving these domains. |We use a web crawler to obtain the rendered DOM of each page,Data,sec14-paper-szurdi.pdf
Enforcing Forward-Edge Control-Flow Integrity in GCC &amp; LLVM.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/tice,uss,2014,No,\,No,\,Non-data,sec14-paper-tice.pdf
A Bayesian Approach to Privacy Enforcement in Smartphones.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/tripp,uss,2014,Yes,"we relied on (i) an extensive study by Hornyack et al. spanning 1,100 top-popular free Android apps |",No,\,Data,sec14-paper-tripp.pdf
Scheduler-based Defenses against Cross-VM Side-channels.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/varadarajan,uss,2014,No,\,No,\,Non-data,sec14-paper-varadarajan.pdf
JIGSAW: Protecting Resource Access by Inferring Programmer Expectations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/vijaykumar,uss,2014,No,\,No,\,Non-data,sec14-paper-vijayakumar.pdf
Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,uss,2014,No,\,Yes,"We collected three datasets to capture normal user behav- ior. The first dataset is the 719 users that are part of the SIGCOMM [33] and COSN [24] Facebook groups. | For our second dataset, we use the random sampling of Facebook users described in Section 4.1. |A compromise between the two extremes is our third dataset:| We collected data for three types of anomalous behav- iors: fake (Sybil) accounts that do not have any normal user activity|We then used Selenium to crawl the publicly visible data for these users|we crawled the publicly-visible user behavior of the black-market users who liked our pages.|The Yelp dataset consists of all 92,725 Yelp reviewers in the San Francisco area|We collected the publicly visible like and Time- line [34] activity of 13,991 users over the 26 month pe- riod ending in August 2013. |The Twitter dataset consists of a random sample of 100K out of the 19M Twitter users",Data,sec14-paper-viswanath.pdf
Dynamic Hooks: Hiding Control Flow Changes within Non-Control Data.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/vogl,uss,2014,No,\,No,\,Non-data,sec14-paper-vogl.pdf
Man vs. Machine: Practical Adversarial Detection of Malicious Crowdsourcing Workers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang,uss,2014,No,\,Yes,"We need a base- line dataset of normal users for comparison.|We extract two different baseline datasets.|We extract records of 20,416 crowdturfing campaigns",Data,sec14-paper-wang-gang.pdf
Effective Attacks and Provable Defenses for Website Fingerprinting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tao,uss,2014,Yes,"We selected our list of 5,000 non- monitored pages from Alexaês top 10,000",Yes,We use a list of 90 instances each of 100 sensitive pages |,Data,sec14-paper-wang-tao.pdf
On the Feasibility of Large-Scale Infections of iOS Devices.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tielei,uss,2014,No,\,Yes,"We collected and built a pas- sive DNS database|We utilized technology provided by Damballa to collect HTTP headers|We obtained DNS traffic from two large ISPs in the US,",Data,sec14-paper-wang-tielei.pdf
TapDance: End-to-Middle Anticensorship without Flow Blocking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wustrow,uss,2014,No,Alexa top million domains ,No,sample of the IPv4 address space listening on port ,Non-data,sec14-paper-wustrow.pdf
"FLUSH+RELOAD: A High Resolution, Low Noise, L3 Cache Side-Channel Attack.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/yarom,uss,2014,No,\,No,\,Non-data,sec14-paper-yarom.pdf
SSOScan: Automated Testing of Web Applications for Single Sign-On Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zhou,uss,2014,No,\,Yes,"We analyze the click data collected from the top 10,000 sites |We evaluated SSOScan by running it on the list of the most popular 20,000 websites",Data,sec14-paper-zhou.pdf
Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zimmeck,uss,2014,Yes,we selected the majority of our policies randomly from the Alexa top 500 websites for the U.S. ,Yes,The database holds a total of 100 training policies.,Data,sec14-paper-zimmeck.pdf
Trustworthy Whole-System Provenance for the Linux Kernel,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/bates,uss,2015,No,\,Yes,\,Non-data,sec15-paper-bates.pdf
De-anonymizing Programmers via Code Stylometry,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-caliskan-islam.pdf,uss,2015,No,\,Yes,"We collected C++ source of thousands of contestants| We identified the most important 928 fea- tures out of 120,000|Wecollectedalargerdatasetof1,600programmers",Data,sec15-paper-caliskan-islam.pdf
Protocol State Fuzzing of TLS Implementations,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-de-ruiter.pdf,uss,2015,No,\,Yes,\,Non-data,sec15-paper-de-ruiter.pdf
Automatic Generation of Data-Oriented Exploits,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-hu.pdf,uss,2015,No,\,Yes,FLOWSTITCH generates 19 data-oriented attacks from 8 vulnerable programs.,Data,sec15-paper-hu.pdf
Investigating the Computer Security Practices and Needs of Journalists,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/mcgregor,uss,2015,No,\,Yes,employed in a range of well-respected,Data,sec15-paper-mcgregor.pdf
To Pin or Not to Pin__ÓHelping App Developers Bullet Proof Their TLS Connections,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-oltrogge.pdf,uss,2015,No,\,Yes,"We found 2,878,454 connections in custom code of which we identified 145,243 as TLS connections|We evaluate the update behaviour of 871,911 unique users|We found cus- tom TrustManager implementations in 42,902 apps|Our data extraction showed that of these apps, 573,258 imple- mented network connections",Data,sec15-paper-oltrogge.pdf
Securing Self-Virtualizing Ethernet Devices,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/smolyar,uss,2015,No,\,Yes,\,Non-data,sec15-paper-smolyar.pdf
Evilcohort: detecting communities of malicious accounts on online services,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf,uss,2015,No,\,Yes,we observed the email-sending activity on a large web- mail service.,Data,sec15-paper-stringhini.pdf
Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,uss,2015,No,\,Yes,"We examine 13,345 passwords from four sets created|The passwords in these sets were collected",Data,sec15-paper-ur.pdf
All Your Biases Belong to Us: Breaking RC4 in WPA-TKIP and TLS,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-vanhoef.pdf,uss,2015,No,\,Yes,\,Non-data,sec15-paper-vanhoef.pdf
EASEAndroid: Automatic Policy Analysis and Refinement for Security Enhanced Android via Large-Scale Semi-Supervised Learning,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wang-ruowen,uss,2015,No,\,Yes,on 1.3 million audit logs,Data,sec15-paper-wang-ruowen.pdf
