Name,URL,Conf.,Year,Used,Description,Produced,Description,Data,PDF_file_name,citeNum,Public
The Parrot Is Dead: Observing Unobservable Network Communications.,http://dx.doi.org/10.1109/SP.2013.14,SP,2013,No,\,No,\,Non-data,06547102.pdf,98,NA
SoK: SSL and HTTPS: Revisiting Past Challenges and Evaluating Certificate Trust Model Enhancements.,http://dx.doi.org/10.1109/SP.2013.41,SP,2013,No,\,No,\,Non-data,06547130.pdf,108,NA
seL4: From General Purpose to a Proof of Information Flow Enforcement.,http://dx.doi.org/10.1109/SP.2013.35,SP,2013,No,\,No,\,Non-data,p1690-argyros.pdf,116,NA
Implementing TLS with Verified Cryptographic Security.,http://dx.doi.org/10.1109/SP.2013.37,SP,2013,No,\,No,\,Non-data,06547126.pdf,122,NA
Enforcing Forward-Edge Control-Flow Integrity in GCC &amp; LLVM.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/tice,USENIX,2014,No,\,No,\,Non-data,sec14-paper-tice.pdf,133,NA
Follow the Money,http://conferences.sigcomm.org/imc/2013/papers/imc184s-gillAemb.pdf,IMC,2013,Yes,"We use three data sets, summarized",No,\,Data,imc184s-gillAemb.pdf,141,NA
Practical Timing Side Channel Attacks against Kernel Space ASLR.,http://dx.doi.org/10.1109/SP.2013.23,SP,2013,No,\,No,\,Non-data,06547110.pdf,151,NA
ObliviStore: High Performance Oblivious Cloud Storage.,http://dx.doi.org/10.1109/SP.2013.25,SP,2013,No,\,No,\,Non-data,06547114.pdf,151,NA
Efficient Garbling from a Fixed-Key Blockcipher.,http://dx.doi.org/10.1109/SP.2013.39,SP,2013,No,\,No,\,Non-data,06547128.pdf,151,NA
ROP is Still Dangerous: Breaking Modern Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/carlini,USENIX,2014,No,\,No,\,Non-data,sec14-paper-carlini.pdf,163,NA
Stitching the Gadgets: On the Ineffectiveness of Coarse-Grained Control-Flow Integrity Protection.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/davi,USENIX,2014,No,\,No,\,Non-data,sec14-paper-davi.pdf,173,NA
An Ideal-Security Protocol for Order-Preserving Encoding.,http://dx.doi.org/10.1109/SP.2013.38,SP,2013,No,\,No,\,Non-data,06547127.pdf,189,NA
SoK: Eternal War in Memory.,http://dx.doi.org/10.1109/SP.2013.13,SP,2013,No,\,No,\,Non-data,06547101.pdf,206,NA
Lucky Thirteen: Breaking the TLS and DTLS Record Protocols.,http://dx.doi.org/10.1109/SP.2013.42,SP,2013,No,\,No,\,Non-data,06547131.pdf,214,NA
"Confused, timid, and unstable: picking a video streaming rate is hard.",http://doi.acm.org/10.1145/2398776.2398800,IMC,2012,No,\,No,\,Non-data,p225-huang.pdf,215,NA
"FLUSH+RELOAD: A High Resolution, Low Noise, L3 Cache Side-Channel Attack.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/yarom,USENIX,2014,No,\,No,\,Non-data,sec14-paper-yarom.pdf,242,NA
Just-In-Time Code Reuse: On the Effectiveness of Fine-Grained Address Space Layout Randomization.,http://dx.doi.org/10.1109/SP.2013.45,SP,2013,No,\,No,\,Non-data,06547134.pdf,250,NA
Practical Control Flow Integrity and Randomization for Binary Executables.,http://dx.doi.org/10.1109/SP.2013.44,SP,2013,No,\,No,\,Non-data,06547133.pdf,256,NA
A Fistful of Bitcoins: Characterizing Payments Among Men with No Names,http://conferences.sigcomm.org/imc/2013/papers/imc182-meiklejohnA.pdf,IMC,2013,Yes,We engaged in 344 transactions with a wide variety of services|We kept money with most of the major wallet services|we tagged these services just as we did the wallets|We collected all of these tags ,No,\,Data,imc182-meiklejohnA.pdf,257,NA
Zerocoin: Anonymous Distributed E-Cash from Bitcoin.,http://dx.doi.org/10.1109/SP.2013.34,SP,2013,No,\,No,\,Non-data,06547123.pdf,276,NA
Pinocchio: Nearly Practical Verifiable Computation.,http://dx.doi.org/10.1109/SP.2013.47,SP,2013,No,\,No,\,Non-data,06547113.pdf,285,NA
The Internet Motion Sensor: A Distributed Blackhole Monitoring System,http://web.eecs.umich.edu/~farnam/pubs/2005-bc-ndss.pdf,NDSS,2005,Yes,"In this one-week period of measurement, the IMS system",No,\,Data,2005-bc-ndss.pdf,321,NA
Inside dropbox: understanding personal cloud storage services.,http://doi.acm.org/10.1145/2398776.2398827,IMC,2012,Yes,"We installed Tstat at 4 vantage points in 2 European coun- tries and collected data from March 24, 2012 to May 5, 2012. ",No,\,Data,p481-drago.pdf,325,NA
"Geolife: A collaborative social networking service among user, location and trajectory.",http://sites.computer.org/debull/A10june/geolife.pdf,Bulletin of the IEEE Computer Society Technical Committee on Data Engineering,2010,No,\,Yes,\,Non-data,geolife.pdf,492,NA
Friendship and mobility: User movement in location-based social networks.,http://cs.stanford.edu/people/jure/pubs/mobile-kdd11.pdf,KDD,2011,No,\,Yes,We use three different datasets that capture human mobility|We col- lected all the public check-in data between|we also include a dataset of cell phone location trace data,Data,mobile-kdd11.pdf,1395,NA
Footprint Scheduling for Dining-Cryptographer Networks.,https://doi.org/10.1007/978-3-662-54970-4_23,FC,2016,No,\,No,\,Non-data,23_Krasnova.pdf,4,NA
How Anywhere Computing Just Killed Your Phone-Based Two-Factor Authentication.,https://doi.org/10.1007/978-3-662-54970-4_24,FC,2016,No,\,No,\,Non-data,24_Konoth.pdf,14,NA
Security Keys: Practical Cryptographic Second Factors for the Modern Web.,https://doi.org/10.1007/978-3-662-54970-4_25,FC,2016,No,\,No,\,Non-data,25_Lang.pdf,3,NA
Incentive Compatibility of Bitcoin Mining Pool Reward Functions.,https://doi.org/10.1007/978-3-662-54970-4_28,FC,2016,No,\,No,\,Non-data,28_Schrijvers.pdf,16,NA
When Cryptocurrencies Mine Their Own Business.,https://doi.org/10.1007/978-3-662-54970-4_29,FC,2016,No,\,No,\,Non-data,29_Teutsch.pdf,11,NA
Optimal Selfish Mining Strategies in Bitcoin.,https://doi.org/10.1007/978-3-662-54970-4_30,FC,2016,No,\,No,\,Non-data,30_Sapirshtein.pdf,63,NA
A Short Paper on Blind Signatures from Knowledge Assumptions.,https://doi.org/10.1007/978-3-662-54970-4_31,FC,2016,No,\,No,\,Non-data,31_Hanzlik.pdf,2,NA
KBID: Kerberos Bracelet Identification (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_32,FC,2016,No,\,No,\,Non-data,32_Carrigan.pdf,0,NA
Refund Attacks on Bitcoin's Payment Protocol.,https://doi.org/10.1007/978-3-662-54970-4_34,FC,2016,No,\,No,\,Non-data,34_McCorry.pdf,9,NA
A Sensitivity-Adaptive _Å-Uncertainty Model for Set-Valued Data.,https://doi.org/10.1007/978-3-662-54970-4_27,FC,2016,Yes,We labeled collected inclusion sequences as either benign or malicious using VirusTotal ,No,\,Data,27_Chen.pdf,0,NA
Include Me Out: In-Browser Detection of Malicious Third-Party Content Inclusions.,https://doi.org/10.1007/978-3-662-54970-4_26,FC,2016,Yes,"the top 1M |To collect inclusion sequences related to extensions, we used 292 Chrome extensions reported in prior work|We labeled collected inclusion sequences as either benign or malicious using VirusTotal",Yes,and crawled the home pages of the Alexa Top 200K ,Data,26_Arshad.pdf,8,NA
A Sound for a Sound: Mitigating Acoustic Side Channel Attacks on Password Keystrokes with Active Sounds.,https://doi.org/10.1007/978-3-662-54970-4_21,FC,2016,No,\,Yes,hunt and peck dataset ,Data,21_Anand.pdf,0,NA
Leaky Birds: Exploiting Mobile Application Traffic for Surveillance.,https://doi.org/10.1007/978-3-662-54970-4_22,FC,2016,No,\,Yes,"we crawled the entire Play Store and obtained information on 1,003,701 different Android apps|In total we found 1597 rules with our method",Data,22_Vanrykel.pdf,2,NA
The Bitcoin Brain Drain: Examining the Use and Abuse of Bitcoin Brain Wallets.,https://doi.org/10.1007/978-3-662-54970-4_36,FC,2016,Yes,We have constructed an extensive set of passwords derived from publicly available sources.|We download the Bitcoin blockchain,Yes,We extract a list of all used Bitcoin addresses and then compare all of our generated passwords to construct a list of all used brain wallets. ,Data,36_Vasek.pdf,1,NA
Are Payment Card Contracts Unfair? (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_35,FC,2016,No,\,Yes,We received 241 (out of 250) valid responses ,Data,35_Murdoch.pdf,2,NA
The Other Side of the Coin: User Experiences with Bitcoin Security and Privacy.,https://doi.org/10.1007/978-3-662-54970-4_33,FC,2016,No,\,Yes,"We recruited 1,265 participants over July 8-15, 2015 via these channels. ",Data,33_Krombholz.pdf,12,NA
The Impact of DDoS and Other Security Shocks on Bitcoin Currency Exchanges: Evidence from Mt. Gox ,,WEIS,2016,Yes,a trade history of Mt. Gox transactions was publicly leaked. ,No,\,Data,WEIS_2016_paper_7.pdf,2,NA
Graph Analytics for Real-Time Scoring of Cross-Channel Transactional Fraud.,https://doi.org/10.1007/978-3-662-54970-4_2,FC,2016,No,"The data set that we use is proprietary|The only large public data set is the Bitcoin [21] blockchain, currently having 420 million transactions and about 85 million Bitcoin addresses which can be seen as accounts.",No,\,Data,02_Molloy.pdf,0,No
Understanding Craigslist Rental Scams.,https://doi.org/10.1007/978-3-662-54970-4_1,FC,2016,Yes,We used DB-IP database ,Yes,"The basis of our study relies upon repeated crawls of the rental section|Our primary data set is based on listings collected from daily crawls|We identified initial postings for each campaign|To detect clone scams, our crawler tracked rental posts on Craigslist and 5 other major rental websites.",Data,01_Park.pdf,0,No
International Comparison of Bank Fraud Reimbursement: Customer Perceptions and Contractual Terms,,WEIS,2016,Yes,"We surveyed the terms and conditions of 30 banks operating in 25 countries. The terms and conditions were reviewed to identify instructions or advice on security. This included how users should handle the PINs associated with their cards, as well as telephone and Internet banking credentials.|We recruited 151 participants in total: 41, 56 and 54 participants from the DE, UK and US respectively.",No,\,Data,WEIS_2016_paper_78-1.pdf,0,No
Failures of Security APIs: A New Case.,https://doi.org/10.1007/978-3-662-54970-4_17,FC,2016,Yes,By sending a sequence of numbers starting from 1 to 72154 ,No,\,Data,17_Algwil.pdf,1,No
Strategic News Bundling and Privacy Breach Disclosures,,WEIS,2016,Yes,The data for stock prices comes from the Center for Research in Security Prices (CRSP).|DatalossDB.org|Databreaches.net|PHIprivacy.net|Privacy Rights Clearinghouse,No,\,Data,WEIS_2016_paper_20-1.pdf,2,No
IDENTITY THEFT AS A TEACHABLE MOMENT,,WEIS,2016,Yes,"We use the Federal Reserve Bank of New York Consumer Credit Panel/Equifax data set (hereafter, CCP), combined with additional information on the timing (placement) and type of fraud alerts obtained from Equifax by the Payment Cards Center.",No,\,Data,WEIS_2016_paper_14-1.pdf,2,No
National-level risk assessment: A multi-country study of malware infections,,WEIS,2016,Yes,"The data was collected by Microsoft Malicious Software Removal Tool (MSRT), a malware cleaner utility that scans computers for infections of specific, prevalent malicious software and helps remove these infections",Yes,"The five less infected countries were Aland Islands (1.4%), Japan (3%), Cayman Islands (3.4%), Finland (3.6%) and Liechtenstien (3.7%), while the five most infected countries were Ethiopia (63.8%), Iraq (54.5%), Pakistan (54.2%), Yemen (51.8%) and Sudan (51.2%)",Data,WEIS_2016_paper_38-2-1.pdf,2,No
Towards Practical Reactive Security Audit Using Extended Static Checkers.,http://dx.doi.org/10.1109/SP.2013.12,SP,2013,Yes,The properties were derived by studying a set of security vulnerabilities reported in a set of recent MSRC bulletins ,Yes,We identified around 70 vulnerabilities in critical software components,Data,06547100.pdf,4,No
CuriousDroid: Automated User Interface Interaction for Android Application Analysis Sandboxes.,https://doi.org/10.1007/978-3-662-54970-4_13,FC,2016,No,\,Yes,"Our evaluation was performed over a data set of 51,571 randomly selected An- droid applications from five categories: |We found that out of the 51,571 applications tested",Data,13_Carter.pdf,5,No
MyTrackingChoices: Pacifying the Ad-Block War by Enforcing User Privacy Preferences,,WEIS,2016,Yes,"We incorporate Alexa.comês 500 top Web sites for almost each of the top-level categories.|we have approximately 76000 entries for English language. Three additional lists of unigrams and bigrams, although with a fewer number of entries, are also available for French, Spanish and Italian.|The collected data is from those users of MyTrackingChoices who downloaded it directly from Chrome Web Store. In order to study blocking ad behaviors.",No,\,Data,WEIS_2016_paper_48.pdf,10,No
On the Feasibility of Large-Scale Infections of iOS Devices.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tielei,USENIX,2014,No,\,Yes,"We collected and built a pas- sive DNS database|We utilized technology provided by Damballa to collect HTTP headers|We obtained DNS traffic from two large ISPs in the US,",Data,sec14-paper-wang-tielei.pdf,11,No
Longtime behavior of harvesting spam bots.,http://doi.acm.org/10.1145/2398776.2398823,IMC,2012,Yes,"web site operators provided us with complete access logs since January 2010. |In contrast to [24] and [25], our spam body consists of 620,000 spam e-mails and is larger by magnitudes.|We query the IP based spam blacklist provided by Project Honeypot for each page request to our monitored sites at the time of the visit. Blacklist data has been collected over a period of 13 months since July 2011 and aims to evaluate the efficiency of blacklisting for blocking harvester bots.",No,\,Data,p453-hohlfeld.pdf,12,No
Seeing through Network-Protocol Obfuscation,http://dl.acm.org/citation.cfm?doid=2810103.2813715,CCS,2015,Yes,"Alexa Top 5,000 websites",Yes,"Each of these three datasets contains 30,000 traces collected as follows: | packet-level traces for Tor Pluggable Transport traffic collected in controlled environments.",Data,p57-wang.pdf,14,No
On traffic matrix completion in the internet.,http://doi.acm.org/10.1145/2398776.2398818,IMC,2012,Yes,"Our data consists of a snapshot of all active BGP paths in use by 376 ASes (monitors), taken at midnight UTC on August 6th, 2010. ",No,\,Data,p399-gursun.pdf,14,No
Evilcohort: detecting communities of malicious accounts on online services,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf,USENIX,2015,No,\,Yes,we observed the email-sending activity on a large web- mail service.,Data,sec15-paper-stringhini.pdf,17,No
To Pin or Not to Pin__ÓHelping App Developers Bullet Proof Their TLS Connections,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-oltrogge.pdf,USENIX,2015,No,\,Yes,"We found 2,878,454 connections in custom code of which we identified 145,243 as TLS connections|We evaluate the update behaviour of 871,911 unique users|We found cus- tom TrustManager implementations in 42,902 apps|Our data extraction showed that of these apps, 573,258 imple- mented network connections",Data,sec15-paper-oltrogge.pdf,17,No
Investigating the Computer Security Practices and Needs of Journalists,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/mcgregor,USENIX,2015,No,\,Yes,employed in a range of well-respected,Data,sec15-paper-mcgregor.pdf,19,No
Configuring DHCP leases in the smartphone era.,http://doi.acm.org/10.1145/2398776.2398814,IMC,2012,No,\,Yes,"We capture packet traces from two large wireless local area networks, one from a corporate office network and one from an educational campus network. Table 1 summarizes the two traces, including their static lease policies. ",Data,p365-papapanagiotou.pdf,21,No
Quantifying violations of destination-based forwarding on the internet.,http://doi.acm.org/10.1145/2398776.2398804,IMC,2012,No,\,Yes,"we recorded more than 260,000 traces using 179 PlanetLab sites, 65 of which do not filter source-spoofed packets.",Data,p265-flach.pdf,22,No
EASEAndroid: Automatic Policy Analysis and Refinement for Security Enhanced Android via Large-Scale Semi-Supervised Learning,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wang-ruowen,USENIX,2015,No,\,Yes,on 1.3 million audit logs,Data,sec15-paper-wang-ruowen.pdf,22,No
Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/jansen,USENIX,2014,Yes,"traceroute data from CAIDA [2], and client/server data from the Tor Metrics Portal [8] and Alexa [1]. ",Yes,"To collect congestion information in Tor, we first ran three live relays ",Data,sec14-paper-jansen.pdf,24,No
Understanding the Dark Side of Domain Parking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/alrwais,USENIX,2014,Yes,them are ranked among the top 100k by Alexa |PassiveDNS set (DNS record collection) pro- vided by the Security Information Exchange,Yes,"we extracted a set of salient features from those|the data used in our study was collected from crawling parked domains.|Those crawlers worked on a list of parked domains,|we made about 24M visits to over 100K parked domains.|we were able to collect 1,015 mone-|We further evaluated the false positive rate that could be introduced by the stamps on a dataset containing 768M redirection chains collected by crawl- ing the top 1M Alexa websites | we labeled the 1.2M monetization chains collected from",Data,sec14-paper-alrwais.pdf,24,No
Can you GET me now?: estimating the time-to-first-byte of HTTP transactions with passive measurements.,http://doi.acm.org/10.1145/2398776.2398789,IMC,2012,No,\,Yes,we collect two packet traces at Gn links of a major U.S. cellu- lar carrier ,Data,p115-halepovic.pdf,25,No
PrivExec: Private Execution as an Operating System Service.,http://dx.doi.org/10.1109/SP.2013.24,SP,2013,Yes,"In this test, we directed the browsers to visit the top 50 Alexa domains.|In this test, we visited 50 Wikipedia articles.|We cycled 5 times through 10 CNN pages with many embedded images",Yes,"We configured Audacious, a desktop audio player, to iterate through a playlist of 2500 MP3 audio files|We config- ured Feh to load and cycle through 1000 JPEG images|to iterate through a playlist of 100 Matroska files totaling 30 GB containing videos in various formats,|we selected the top 50 applications, excluding all non-free or Ubuntu-specific software.",Data,06547111.pdf,25,No
Towards geolocation of millions of IP addresses.,http://doi.acm.org/10.1145/2398776.2398790,IMC,2012,Yes,To evaluate this conjecture we begin with 400 vantage points ,Yes,"Instead, we evaluate Shortest Ping and CBG on each of 10,000 ran- domly chosen subsets.|we have geolocated 78 /8s, about 35% of the allocated, unicast, IPv4 address-space.",Data,p123-hu.pdf,26,No
Targeted Threat Index: Characterizing and Quantifying Politically-Motivated Targeted Malware.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/hardy,USENIX,2014,No,\,Yes,Our primary data source is a collection of e-mails identified by participants |The e-mails examined in this study span over four years,Data,sec14-paper-hardy.pdf,26,No
De-anonymizing Programmers via Code Stylometry,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-caliskan-islam.pdf,USENIX,2015,No,\,Yes,"We collected C++ source of thousands of contestants| We identified the most important 928 fea- tures out of 120,000|Wecollectedalargerdatasetof1,600programmers",Data,sec15-paper-caliskan-islam.pdf,27,No
Static Detection of Second-Order Vulnerabilities in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dahse,USENIX,2014,No,\,Yes,Our prototype reported a total of 159 valid second-order vulnerabilities with a |,Data,sec14-paper-dahse.pdf,28,No
A Look at Targeted Attacks Through the Lense of an NGO.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/le-blond,USENIX,2014,Yes,"we then scraped the National Vulnerability Database | we submitted the documents to VirusTotal|In particular, we found 247 RAR and 49 ZIP containing malicious EXE",Yes,"The two volunteers shared with us the headers and content of 1,493 suspi- cious emails | The emails contained 209 links and 1,649 attachments|we observed that malicious emails had been sent to 1,250 unique email addresses and 157 organizations. |Our analysis below was done on 689 malware samples that we extracted from malicious documents.",Data,sec14-paper-blond.pdf,29,No
"The Long Taile"" of Typosquatting Domain Names.""",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/szurdi,USENIX,2014,Yes,"we collect registration data from the WHOIS global database. |The Alexa list of the top 1 million sites from March 15, 2013 serves as a benchmark for popularity |we check the typo domains from the .com zone file against twelve different domain name blacklists.",Yes,We collect DNS data to explore the background infrastructure serving these domains. |We use a web crawler to obtain the rendered DOM of each page,Data,sec14-paper-szurdi.pdf,29,No
Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/stock,USENIX,2014,No,\,Yes,"We used the method- ology applied for our previous paper [18] to collect a set of 1,602 unique real-world DOM-based XSS vulner- abilities on 958 domains. ",Data,sec14-paper-stock.pdf,29,No
Taster's choice: a comparative analysis of spam feeds.,http://doi.acm.org/10.1145/2398776.2398821,IMC,2012,Yes,"In this work we compare ten distinct sources of spam data (which we call feeds), ranging in their level of detail from full e-mail content to only domain names of URLs in messages. ",No,\,Data,p427-pitsillidis.pdf,32,No
SSOScan: Automated Testing of Web Applications for Single Sign-On Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zhou,USENIX,2014,No,\,Yes,"We analyze the click data collected from the top 10,000 sites |We evaluated SSOScan by running it on the list of the most popular 20,000 websites",Data,sec14-paper-zhou.pdf,33,No
Revisiting broadband performance.,http://doi.acm.org/10.1145/2398776.2398805,IMC,2012,Yes,"The data we use in this study were collected from Speedtest servers located in 59 metro areas over a period of six months from June 1, 2011 through November 30, 2011 ",No,\,Data,p273-canadi.pdf,34,No
Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/komanduri,USENIX,2014,No,\,Yes,We recruited participants from Amazonês Mechanical Turk by listing a Human Intelligence Task |We downloaded our encrypted logs to a researcherês workstation for decryption and analysis.,Data,sec14-paper-komanduri.pdf,35,No
Mitigating sampling error when measuring internet client IPv6 capabilities.,http://doi.acm.org/10.1145/2398776.2398787,IMC,2012,No,\,Yes,We use the data collected between 16th of May 2011 and 19th of February 2012 ,Data,p87-zander.pdf,36,No
Password Managers: Attacks and Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/silver,USENIX,2014,Yes,we surveyed Alexa Top 500 sites ,No,\,Data,sec14-paper-silver.pdf,40,No
Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zimmeck,USENIX,2014,Yes,we selected the majority of our policies randomly from the Alexa top 500 websites for the U.S. ,Yes,The database holds a total of 100 training policies.,Data,sec14-paper-zimmeck.pdf,40,No
Crime scene investigation: SMS spam data analysis.,http://doi.acm.org/10.1145/2398776.2398822,IMC,2012,Yes,The analysis presented in this paper is based on traffic data provided by a tier-1 cellular operator in the United States.|The spammer data set is obtained as follows|The legitimate account data set ,No,\,Data,p441-murynets.pdf,41,No
BYTEWEIGHT: Learning to Recognize Functions in Binary Code.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bao,USENIX,2014,No,\,Yes,"Our data set consisted of 2,200 different binaries compiled with four variables:|our data set consisted of 2,064 binaries in total",Data,sec14-paper-bao.pdf,41,No
Optimizing Seed Selection for Fuzzing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/rebert,USENIX,2014,No,\,Yes,"All seed files gathered for our fuzzing ex- periments (4,912,142 files making up more than 6TB of data) were automatically crawled from the internet us- ing the Bing API. ",Data,sec14-paper-rebert.pdf,44,No
Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,USENIX,2015,No,\,Yes,"We examine 13,345 passwords from four sets created|The passwords in these sets were collected",Data,sec15-paper-ur.pdf,44,No
Automatically Detecting Vulnerable Websites Before They Turn Malicious.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/soska,USENIX,2014,Yes,"data from PhishTank | From a related measurement project [19], we obtained a list, collected between October 20, 2011 and September 16, 2013, of 738,479 unique links,",Yes,"We randomly sampled the entire .com zone file from January 14th, 2014. ",Data,sec14-paper-soska.pdf,45,No
Network performance of smart mobile handhelds in a university campus WiFi network.,http://doi.acm.org/10.1145/2398776.2398809,IMC,2012,No,\,Yes,"We have collected two data sets. One data set is for three days, from 9am March 2 to 9am March 5, 2011. The other data set is for one day, from 9am April 23 to 9am April 24, 2012. ",Data,p315-chen.pdf,52,No
Classifying internet one-way traffic.,http://doi.acm.org/10.1145/2398776.2398781,IMC,2012,Yes,We use data from a regional academic backbone network that serves 46 single-homed universities and research insti- tutes ,Yes,We built a monitoring setup and collected packet traces at the Internet gateway of the Swiss university Hochschule fu _r Technik Rapperswil ,Data,p37-glatz.pdf,53,No
Multi-scale dynamics in a massive online social network.,http://doi.acm.org/10.1145/2398776.2398795,IMC,2012,Yes,"Our anonymized dataset encompasses the timestamped creation events of all users and edges in the social network. The dataset covers more than 2 years, starting on Novem- ber 21, 2005 and ending December 31, 2007. ",No,\,Data,p171-zhao.pdf,54,No
Brahmastra: Driving Apps to Test the Security of Third-Party Components.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bhoraskar,USENIX,2014,Yes,Web of Trust (WoT) database |we use a list of apps categorized as Kids in Amazons Android app store,Yes,"175 out of 220 childrenês apps we tested display ads |We crawled 12,571 unique apps from the Google Play store from late December 2012 till |We then identify the requests made by the ad libraries to their server component us- ing domain names.",Data,sec14-paper-bhoraskar.pdf,55,No
An Internet-Wide View of Internet-Wide Scanning.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/durumeric,USENIX,2014,Yes,"The University of Michigan performs regular ZMap scans for HTTPS hosts in order to track the certificate authority ecosystem | Shodan completed 2,294 scans targeting 53 ports, send- ing an estimated 209 billion probes from six servers",Yes,We detected 10.8 million scans from 1.76 million hosts|Our dataset consists of all traffic,Data,sec14-paper-durumeric.pdf,56,No
Hulk: Eliciting Malicious Behavior in Browser Extensions.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kapravelos,USENIX,2014,Yes,To evaluate Hulk we use two sources of extensions,No,\,Data,sec14-paper-kapravelos.pdf,57,No
Finding the Linchpins of the Dark Web: a Study on Topologically Dedicated Hosts on Malicious Web Infrastructures.,http://dx.doi.org/10.1109/SP.2013.18,SP,2013,Yes," Alexa top 60,000 site list and EasyList | Microsoft provides us with around 30 million doorway URLs|We download the malicious URL set posted by the WarningBird project|We run Twitter Search APIs [29] to pick top 10 trending terms every day. |We gather Alexa top 1 million web sites and update them every week. We obtain 2 million URLs in total, most of which are legitimate.",Yes,"Our HIC graph contains in total 60,856 HICs |our approach detects about 5,000 new topologically dedicated malicious hosts and over 20,000 malicious host paths",Data,06547105.pdf,61,No
Obtaining in-context measurements of cellular network performance.,http://doi.acm.org/10.1145/2398776.2398807,IMC,2012,Yes,"Our network dataset consists of anonymized flow records and radio resource control events from approximately 20,000 devices connected to a large US- based cellular provider. ",No,\,Data,p287-gember.pdf,64,No
On the Practical Exploitability of Dual EC in TLS Implementations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,USENIX,2014,No,\,Yes,We collected a large dataset of TLS session information from servers listening on port 443 in ,Data,sec14-paper-checkoway.pdf,65,No
Detecting prefix hijackings in the internet with argus.,http://doi.acm.org/10.1145/2398776.2398779,IMC,2012,Yes,The LRM accomplishes this task by maintaining a local database of candidate live IP addresses in all announced pre- fixes in the Internet ,Yes,"Argus has been continuously monitoring the Internet for one year, starting from May 2, 2011 ",Data,p15-shi.pdf,66,No
Watching videos from everywhere: a study of the PPTV mobile VoD system.,http://doi.acm.org/10.1145/2398776.2398797,IMC,2012,Yes,Our dataset was collected from the log servers of PPTV ,No,\,Data,p185-li.pdf,67,No
Man vs. Machine: Practical Adversarial Detection of Malicious Crowdsourcing Workers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang,USENIX,2014,No,\,Yes,"We need a base- line dataset of normal users for comparison.|We extract two different baseline datasets.|We extract records of 20,416 crowdturfing campaigns",Data,sec14-paper-wang-gang.pdf,67,No
Screen-off traffic characterization and optimization in 3G/4G networks.,http://doi.acm.org/10.1145/2398776.2398813,IMC,2012,Yes,The UMICH data set [9] totals 118 GB and consists of five- month (05/12/2011 _ 10/12/2011) data (both cellular and WiFi) from 20 volunteers who used smartphones running Android 2.2. ,No,\,Data,p357-huang.pdf,69,No
Exit from Hell? Reducing the Impact of Amplification DDoS Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kuhrer,USENIX,2014,Yes,we used the MaxMind GeoIP database,Yes,"We run two separated TCP scans to mimic both behaviors. |In total, 66,785,451 HTTP hosts, 23,519,493 Telnet hosts, and 1,845,346 CUPS hosts replied to our requests.|We ran the scans on a weekly basis from Nov 22, 2013 to Feb 21, 2014 to observe potential changes |During the course of our scans, we received 90 emails from administrators asking about the scanning experi- ments.",Data,sec14-paper-kuhrer.pdf,71,No
