Paper ID,Coder,Paper name,URL,Conference,Year,DHS funding,Data Used or Produced?,Description,Public?,In IMPACT / PREDICT?,Data link,Research or Industry?,Data Category
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"PPI,              ",Yes,No,"http://www3.nd.edu/~networks/resources.htm",Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Yeast,",Yes,No,http://vlado.fmf.uni-lj.si/pub/networks/data/bio/Yeast/Yeast.htm,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Homo,",Yes,No,https://thebiogrid.org/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"DutchElite,",Yes,No,http://vlado.fmf.uni-lj.si/pub/networks/data/2mode/DutchElite.htm,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"EVA,",Yes,No,http://vlado.fmf.uni-lj.si/pub/networks/data/econ/Eva/Eva.htm,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Erdos,",Yes,No,http://vlado.fmf.uni-lj.si/pub/networks/data/Erdos/Erdos02.net,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"DBLB-coauth,",Yes,No,http://snap.stanford.edu/data/com-DBLP.html,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"EPA,",Yes,No,http://www.cs.cornell.edu/courses/cs685/2002fa/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"California,",Yes,No,http://www.cs.cornell.edu/courses/cs685/2002fa/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Routeview,",Yes,No,http://www.routeviews.org/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"AS_Caida,",Yes,No,http://www.caida.org/data/internet-topology-data-kit/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Dimes 3/2010,",Yes,No,http://www.netdimes.org/new/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Aqualab,",Yes,No,http://www.aqualab.cs.northwestern.edu/projects,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,"Itdk,",Yes,No,http://www.caida.org/data/as-relationships/,Industry,Topology/ScanData
,Hannah,Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,N/A,2016,No,Used,Amazon,Yes,No,http://snap.stanford.edu/data/com-Amazon.html,Industry,Topology/ScanData
,Hannah,A Novel Methodology of Router-To-AS Mapping inspired by Community Discovery,https://arxiv.org/ftp/arxiv/papers/1512/1512.03916.pdf,N/A,2015,No,Used,PeeringDB,Yes,No,https://www.peeringdb.com/help/public_faq.php,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,Seven passive and active measurement datasets collected from July 2013 through Oct 2013 (full  packet  traces  from  a  large darknet; (ii) netflow logs from a national academic network; (iii) sampled packet traces from a large IXP; (iv) traffic  classification  logs  from  residential  customers  of a  European  ISP),No,No,\,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"BGP announcements captured by all collectors (24 collectors peering with 184 peers) of the Routeviews project,",Yes,No,http://www.routeviews.org/,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"dataset compiled by Geoff Huston, which merges the extended delegation files from the 5 RIRs with IANA‰Ûªs published registries, ",Yes,No,http://bgp.potaroo.net/stats/nro/archive/delegated-nro-extended-20131001,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"BGP announcements captured by all collectors (24 collectors peering with 184 peers) of the RIPE RIS project,",Yes,No,http://www.ripe.net/ris/,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"Project Sonar‰Ûªs HTTP (TCP port 80) scan of the entire IPv4 address space on October 29, 2013",Yes,No,"https://community.rapid7.com/community/infosec/sonar/blog",Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"establish a mapping from /24 block to ASN, we merged all CAIDA‰Ûªs Routeviews Prefix to AS mappings files for July 2013",Yes,No,http://www.caida.org/data/routing/routeviews-prefix2as.xml,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,geolocated each /24 block using Digital Element‰Ûªs NetAcuity  Edge  database  from  6  July  2013,Yes,No,http://www.digital-element.net/ip_intelligence/ip_intelligence.html,Industry,Topology/ScanData
,Hannah,Spectral Fractal Dimension Trajectory to Measure Cognitive Complexity of Malicious DNS Traffic,http://worldcomp-proceedings.com/proc/p2016/SAM3798.pdf,SAM,2016,No,Used,Data set from CAIDA USA which contains internet traces from optical fiber internet connectivity from 2002 and 2003,Yes,No,https://data.caida.org/datasets/oc48/oc48-original/,Industry,Topology/ScanData
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"RIR Address Allocations Jan 2004 ‰ÛÒ Jan 2014‰äö18K allocation snapshots (5 daily),",Yes,No,\,Industry,Topology/ScanData
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used, Routing: Route Views Jan 2004 ‰ÛÒ Jan 2014,Yes,No,http://www.routeviews.org/,Industry,Topology/ScanData
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Routing: RIPE Jan 2004 ‰ÛÒ Jan 2014,",Yes,No,https://www.ripe.net/analyse/internet-measurements/routing-information-service-ris/ris-raw-data,Industry,Topology/ScanData
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"CAIDA Ark Performance Data Dec 2008 ‰ÛÒ Dec 2013‰äö10 million IPs probed daily,",Yes,No,http://www.caida.org/projects/ark/,Industry,Topology/ScanData
,Hannah,On the Practical (In-)Security of 64-bit Block Ciphers Collision Attacks on HTTP over TLS and OpenVPN,https://dl.acm.org/authorize.cfm?key=N14377,CCS,2016,No,Used,Large number of HTTP requests,No,"No",\,Research,Topology/ScanData
,Hannah,On Measuring the Geographic Diversity of Internet Routes,https://arxiv.org/pdf/1601.01116v1.pdf,N/A,2016,No,Used,CAIDA's ITDK kit,Yes,Yes,http://www.caida.org/data/internet-topology-data-kit,Industry,Topology/ScanData
,Hannah,A Novel Methodology of Router-To-AS Mapping inspired by Community Discovery,https://arxiv.org/ftp/arxiv/papers/1512/1512.03916.pdf,N/A,2015,No,Used,CAIDA ITDK Macroscopic Internet Topology Data Kit,Yes,Yes                       DS-305,"http://data.caida.org/datasets/topology/ark/ipv4/itdk/2012",Industry,Topology/ScanData
,Hannah,Evidence of spatial embedding in the IPv4 router-level Internet network,https://arxiv.org/pdf/1410.3340v1.pdf,N/A,2014,No,Used,"Internet Topology Data Kit,  ",Yes,Yes                      DS-454,http://www.caida.org/data/Internet-topology-data-kit,Industry,Topology/ScanData
,Hannah,Router-level community structure of the Internet Autonomous Systems,http://epjdatascience.springeropen.com/articles/10.1140/epjds/s13688-015-0048-y,N/A,2015,No,Used,"CAIDA router-level Internet map from October 19th, 2011",Yes,Yes                     DS-205,http://www.caida.org/data/active/ipv4_routed_24_topology_dataset.xml,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"ISI Internet Census dataset it55w20130723,",Yes,Yes                    DS-402,http://www.isi.edu/ant/traces/internet_address_census_it55w-20130723.README.txt,Industry,Topology/ScanData
,Hannah,Understanding Address Usage in the Visible Internet,http://www.isi.edu/~johnh/PAPERS/Cai09b.pdf,USC/ISI Technical Report,2009,No,Used,"Internet ICMP surveys, 4.4M IP addresses probed the ping survey Nearly half of these (2.2M) have hostnames in the ISC reverse DNS survey",Yes,Yes                   DS-063,http://www.isi.edu/ant/lander,Industry,Topology/ScanData
,Hannah,Understanding Address Usage in the Visible Internet,http://www.isi.edu/~johnh/PAPERS/Cai09b.pdf,USC/ISI Technical Report,2009,No,Used,"Internet ICMP surveys, 4.4M IP addresses probed the ping survey Nearly half of these (2.2M) have hostnames in the ISC reverse DNS survey",Yes,Yes                  DS-037,http://www.isi.edu/ant/lander,Industry,Topology/ScanData
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,ICMP traceroutes performed by CAIDA‰Ûªs Archipelago to each /24 in the routed IPv4 address  space  between  July  and  September  2013,Yes,Yes                DS-198,http://www.caida.org/data/active/ipv4_routed_24_topology_dataset.xml,Industry,Topology/ScanData
,Hannah,Toward Understanding Distributed Blackhole Placement,http://dl.acm.org/citation.cfm?id=1029627,WORM 2004,2004,No,Used,BGP updates data from RouteViews BGP monitor,Yes,Yes               //DS-384,\,Industry,Topology/ScanData
,Hannah,Detecting Advanced Persistent Threats using Fractal Dimension based Machine Learning Classification ,http://dl.acm.org/citation.cfm?id=2875484,ACM on Privacy and Security Analytics,2016,No,Used,DARPA Scalable Network Monitoring (SNM) Program Traffic,Yes,Yes               DS-303,\,Industry,Topology/ScanData
,Hannah,Timeouts: Beware Surprisingly High Delay,http://dl.acm.org/citation.cfm?id=2815704,IMC on Internet Measurements,2015,No,Used,"Data from 103 surveys taken between April 2006 and February 2015, consisting of all echo requests that were sent as part of the surveys in this period, as well as all echo responses  that  were  received,  Zmap scans",Yes,Yes             DS-391, http://www.isi.edu/ant/traces/topology/addresssurveys/binformatdescription.html,Industry,Topology/ScanData
,Hannah,Uncovering Network Tarpits with Degreaser,http://dl.acm.org/citation.cfm?id=2664285,N/A,2014,Yes,Used,"Scan of the /24 network by attempting to establish TCP connections to each IP address in the subnet and capture the packets for further analysis, additional scans of the internet",Yes,Yes           DS-439,https://scans.io/study/sonar.http                                                                        http://www.isi.edu/ant/address/                                                          http://www.caida.org/data/passive/passive_2013_dataset.xml,Industry,Topology/ScanData
,Hannah,Spectral Fractal Dimension Trajectory to Measure Cognitive Complexity of Malicious DNS Traffic,http://worldcomp-proceedings.com/proc/p2016/SAM3798.pdf,SAM,2016,No,Used,"Data set from PREDICT USA which contains  traces of a DNS distributed denial of service attack (DDOS), ",Yes,Yes      USC-Lander,\,Industry,Topology/ScanData
,Muwei,RAPTOR: Routing Attacks on Privacy in Tor,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-sun.pdf,USENIX,2015,No,Used,gathered BGP updates from Routeviews,Yes,No,http://www.routeviews.org/.,Research,Topology/ScanData
,Muwei,An Internet-Wide View of Internet-Wide Scanning,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/durumeric,USENIX,2014,Yes,Used,Mutiple scan data from scans.io,Yes,No,https://scans.io,Industry,Topology/ScanData
,Muwei,A Large-Scale Analysis of the Security of Embedded Firmwares,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/costin,USENIX,2014,No,Used,Use the public ZMap datasets,Yes,No,https://zmap.io,Industry,Topology/ScanData
,Muwei,Maneuvering Around Clouds: Bypassing Cloud-based Security Providers,http://dl.acm.org/citation.cfm?doid=2810103.2813633,CCS,2015,No,Used,publicly available data of Rapid7‰Ûªs Project Sonar,Yes,No,https://sonar.labs.rapid7.com,Industry,Topology/ScanData
,Muwei,A Comprehensive Measurement Study of Domain Generating Malware',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/plohmann,USENIX,2016,No,Used,WHOIS dataset,Yes,No,https:// www.domaintools.com/company/,Industry,Topology/ScanData
,Hannah,CREDAL: Towards Locating a Memory Corruption Vulnerability with Your Core Dump,https://dl.acm.org/authorize.cfm?key=N14373,CCS,2016,No,Used,73  memory  corruption  vulnerabilities archived in Offensive Security Exploit Database,Yes,No,https://www.exploit-db.com/,Industry,Vulnerabilities
,Hannah,Making Smart Contracts Smarter,https://dl.acm.org/authorize.cfm?key=N14351,CCS,2016,No,Used,"19,366 smart contracts from the blockchain as of May 5,  2016",Yes,No,\,Industry,Vulnerabilities
,Hannah,Reliable Third-Party Library Detection in Android and its Security Applications,https://dl.acm.org/authorize.cfm?key=N14369,CCS,2016,No,Used,API misuse vulnerabilities,Yes,No,\,Industry,Vulnerabilities
,Muwei,"Given Enough Eyeballs, All Bugs Are Shallow? Revisiting Eric Raymond with Bug Bounty Programs",http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2015/08/WEIS_2016_paper_76.pdf,WEIS,2016,No,Used," We have investigated a public data set of 35 public bug bounty programs from the HackerOne website. We collected the rewards received by security researchers, with their timestamps",Yes,No,https://hackerone.com/,Industry,Vulnerabilities
,Muwei,Android Root and its Providers: A Double-Edged Sword,http://dl.acm.org/citation.cfm?doid=2810103.2813714,CCS,2015,No,Used,CVE database,Yes,No,https://cve.mitre.org,Industry,Vulnerabilities
,Muwei,Android Root and its Providers: A Double-Edged Sword,http://dl.acm.org/citation.cfm?doid=2810103.2813715,CCS,2015,No,Used,Android Vulnerabilities,Yes,No,http://androidvulnerabilities.org/all.html,Industry,Vulnerabilities
,Muwei,VCCFinder: Finding Potential Vulnerabilities in Open-Source Projects to Assist Code Audits,http://dl.acm.org/citation.cfm?doid=2810103.2813605,CCS,2015,No,Used,CVE database,Yes,No,https://cve.mitre.org,Industry,Vulnerabilities
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used," SSL certificates from full IPv4 scans,      ",Yes,No,https://scans.io/study/sonar.ssl,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used," full IPv4 reverse DNS scans,",Yes,No,https://scans.io/study/sonar.rdns,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used," Route-Views datasets,",Yes,No,http://www.caida.org/data/routing/routeviews-prefix2as.xml,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used,"CAIDA‰Ûªs AS-to-Organization dataset,",Yes,No,http://www.caida.org/data/as-organizations/,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used, WHOIS data,Yes,No,https://www.whoisxmlapi.com/    http://bulkwhoisapi.com/,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used," 1,781,962outsourced leaf certificates",Yes,No,https://support.apple.com/en-us/HT202858,Industry,Topology/ScanData
,Hannah," Measurement and Analysis ofPrivate Key Sharing in the HTTPS Ecosystem",https://dl.acm.org/authorize.cfm?key=N14381,CCS,2016,No,Used,"3,275,635 self-managed leaf certificates",No,No,\,Research,Topology/ScanData
,Hannah,"Measuring and Characterizing IPv6 RouterAvailability",http://www.caida.org/publications/papers/2015/measuring_characterizing_ipv6_router/measuring_characterizing_ipv6_router.pdf,Passive Active Network Workshop,2015,No,Used,Trace routes conducted in January and February 2014 by CAIDA‰Ûªs macroscopic IPv6 topology discovery infrastructure,Yes,No,http://www.caida.org/projects/ark/,Industry,Topology/ScanData
