Paper, URL, Conference, Year,data,description,txtName
A Measurement Study on Co-residence Threat inside the Cloud.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/xu,uss,2015,,,
A Messy State of the Union: Taming the Composite State Machines of TLS.,https://doi.org/10.1109/SP.2015.39,sp,2015,,,
A Multi-Modal Neuro-Physiological Study of Phishing Detection and Malware Warnings.,http://doi.acm.org/10.1145/2810103.2813660,ccs,2015,,,
A Placement Vulnerability Study in Multi-Tenant Public Clouds.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/varadarajan,uss,2015,,,
A Search Engine Backed by Internet-Wide Scanning.,http://doi.acm.org/10.1145/2810103.2813703,ccs,2015,,,
A Short Paper on the Incentives to Share Private Information for Population Estimates.,https://doi.org/10.1007/978-3-662-47854-7_25,fc,2015,,,
ABY - A Framework for Efficient Mixed-Protocol Secure Two-Party Computation.,http://www.internetsociety.org/doc/aby---framework-efficient-mixed-protocol-secure-two-party-computation,ndss,2015,,,
Accelerating SWHE Based PIRs Using GPUs.,https://doi.org/10.1007/978-3-662-48051-9_12,fcw,2015,,,
Ad Injection at Scale: Assessing Deceptive Advertisement Modifications.,https://doi.org/10.1109/SP.2015.17,sp,2015,,,
ADSNARK: Nearly Practical and Privacy-Preserving Proofs on Authenticated Data.,https://doi.org/10.1109/SP.2015.24,sp,2015,,,
Affiliate Crookies: Characterizing Affiliate Marketing Abuse.,http://doi.acm.org/10.1145/2815675.2815720,imc,2015,,,
All Your Biases Belong to Us: Breaking RC4 in WPA-TKIP and TLS.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/vanhoef,uss,2015,,,
An Empirical Study of Web Vulnerability Discovery Ecosystems.,http://doi.acm.org/10.1145/2810103.2813704,ccs,2015,,,
An End-to-End Measurement of Certificate Revocation in the Web's PKI.,http://doi.acm.org/10.1145/2815675.2815685,imc,2015,,,
Analyzing the Performance of an Anycast CDN.,http://doi.acm.org/10.1145/2815675.2815717,imc,2015,,,
Anatomization and Protection of Mobile Apps' Location Privacy Threats.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/fawaz,uss,2015,,,
Android Permissions Remystified: A Field Study on Contextual Integrity.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wijesekera,uss,2015,,,
Android Root and its Providers: A Double-Edged Sword.,http://doi.acm.org/10.1145/2810103.2813714,ccs,2015,,,
Annoyed Users: Ads and Ad-Block Usage in the Wild.,http://doi.acm.org/10.1145/2815675.2815705,imc,2015,,,
Anonymous and Publicly Linkable Reputation Systems.,https://doi.org/10.1007/978-3-662-47854-7_29,fc,2015,,,
Are We One Hop Away from a Better Internet?,http://doi.acm.org/10.1145/2815675.2815719,imc,2015,,,
Are You at Risk? Profiling Organizations and Individuals Subject to Targeted Attacks.,https://doi.org/10.1007/978-3-662-47854-7_2,fc,2015,,,
ASLR-Guard: Stopping Address Space Leakage for Code Reuse Attacks.,http://doi.acm.org/10.1145/2810103.2813694,ccs,2015,,,
Attacks Only Get Better: Password Recovery Attacks Against RC4 in TLS.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/garman,uss,2015,,,
Augmented Learning with Errors: The Untapped Potential of the Error Term.,https://doi.org/10.1007/978-3-662-47854-7_20,fc,2015,,,
Authenticating Privately over Public Wi-Fi Hotspots.,http://doi.acm.org/10.1145/2810103.2813647,ccs,2015,,,
Automated Analysis and Synthesis of Authenticated Encryption Schemes.,http://doi.acm.org/10.1145/2810103.2813636,ccs,2015,,,
Automated Attacks on Compression-Based Classifiers.,http://doi.acm.org/10.1145/2808769.2808778,ccsaisec,2015,,,
Automated Proofs of Pairing-Based Cryptography.,http://doi.acm.org/10.1145/2810103.2813697,ccs,2015,,,
Automated Symbolic Proofs of Observational Equivalence.,http://doi.acm.org/10.1145/2810103.2813662,ccs,2015,,,
Automated Synthesis of Optimized Circuits for Secure Computation.,http://doi.acm.org/10.1145/2810103.2813678,ccs,2015,,,
Automatic Generation of Data-Oriented Exploits.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/hu,uss,2015,,,
Automatic Inference of Search Patterns for Taint-Style Vulnerabilities.,https://doi.org/10.1109/SP.2015.54,sp,2015,,,
Automating Fast and Secure Translations from Type-I to Type-III Pairing Schemes.,http://doi.acm.org/10.1145/2810103.2813601,ccs,2015,,,
AUTOREB: Automatically Understanding the Review-to-Behavior Fidelity in Android Applications.,http://doi.acm.org/10.1145/2810103.2813689,ccs,2015,,,
BabelCrypt: The Universal Encryption Layer for Mobile Messaging Applications.,https://doi.org/10.1007/978-3-662-47854-7_21,fc,2015,,,
Better Malware Ground Truth: Techniques for Weighting Anti-Virus Vendor Labels.,http://doi.acm.org/10.1145/2808769.2808780,ccsaisec,2015,,,
Bitcoin over Tor isn't a Good Idea.,https://doi.org/10.1109/SP.2015.15,sp,2015,,,
Blazing Fast 2PC in the Offline/Online Setting with Security for Malicious Adversaries.,http://doi.acm.org/10.1145/2810103.2813666,ccs,2015,,,
"Blindcoin: Blinded, Accountable Mixes for Bitcoin.",https://doi.org/10.1007/978-3-662-48051-9_9,fcw,2015,,,
Bloom Cookies: Web Search Personalization without User Tracking.,http://www.internetsociety.org/doc/bloom-cookies-web-search-personalization-without-user-tracking,ndss,2015,,,
Bohatei: Flexible and Elastic DDoS Defense.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/fayaz,uss,2015,,,
Boxed Out: Blocking Cellular Interconnect Bypass Fraud at the Network Edge.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/reaves-boxed,uss,2015,,,
Boxify: Full-fledged App Sandboxing for Stock Android.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/backes,uss,2015,,,
Breaking and Fixing VoLTE: Exploiting Hidden Data Channels and Mis-implementations.,http://doi.acm.org/10.1145/2810103.2813718,ccs,2015,,,
Cache Template Attacks: Automating Attacks on Inclusive Last-Level Caches.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/gruss,uss,2015,,,
CacheBrowser: Bypassing Chinese Censorship without Proxies Using Cached Content.,http://doi.acm.org/10.1145/2810103.2813696,ccs,2015,,,
Caelus: Verifying the Consistency of Cloud Services with Battery-Powered Devices.,https://doi.org/10.1109/SP.2015.59,sp,2015,,,
CARONTE: Detecting Location Leaks for Deanonymizing Tor Hidden Services.,http://doi.acm.org/10.1145/2810103.2813667,ccs,2015,,,
Cashtags: Protecting the Input and Display of Sensitive Data.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/mitchell,uss,2015,,,
CCFI: Cryptographically Enforced Control Flow Integrity.,http://doi.acm.org/10.1145/2810103.2813676,ccs,2015,,,
Certified PUP: Abuse in Authenticode Code Signing.,http://doi.acm.org/10.1145/2810103.2813665,ccs,2015,,,
Characterizing Smartphone Usage Patterns from Millions of Android Users.,http://doi.acm.org/10.1145/2815675.2815686,imc,2015,,,
Checking More and Alerting Less: Detecting Privacy Leakages via Enhanced Data-flow Analysis and Peer Voting.,http://www.internetsociety.org/doc/checking-more-and-alerting-less-detecting-privacy-leakages-enhanced-data-flow-analysis-and-peer,ndss,2015,,,
CHERI: A Hybrid Capability-System Architecture for Scalable Software Compartmentalization.,https://doi.org/10.1109/SP.2015.9,sp,2015,,,
Ciphertext-only Cryptanalysis on Hardened Mifare Classic Cards.,http://doi.acm.org/10.1145/2810103.2813641,ccs,2015,,,
Circuit Fingerprinting Attacks: Passive Deanonymization of Tor Hidden Services.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/kwon,uss,2015,,,
Circuit ORAM: On Tightness of the Goldreich-Ostrovsky Lower Bound.,http://doi.acm.org/10.1145/2810103.2813634,ccs,2015,,,
Clean Application Compartmentalization with SOAAP.,http://doi.acm.org/10.1145/2810103.2813611,ccs,2015,,,
Cloudy with a Chance of Breach: Forecasting Cyber Security Incidents.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/liu,uss,2015,,,
CoDisasm: Medium Scale Concatic Disassembly of Self-Modifying Binaries with Overlapping Instructions.,http://doi.acm.org/10.1145/2810103.2813627,ccs,2015,,,
Combining Secret Sharing and Garbled Circuits for Efficient Private IEEE 754 Floating-Point Computations.,https://doi.org/10.1007/978-3-662-48051-9_13,fcw,2015,,,
"Compiler-instrumented, Dynamic Secret-Redaction of Legacy Processes for Attacker Deception.",https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/araujo,uss,2015,,,
Computer-Supported Cooperative Crime.,https://doi.org/10.1007/978-3-662-47854-7_3,fc,2015,,,
CONIKS: Bringing Key Transparency to End Users.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/melara,uss,2015,,,
Connection-Oriented DNS to Improve Privacy and Security.,https://doi.org/10.1109/SP.2015.18,sp,2015,,,
Constant Communication ORAM with Small Blocksize.,http://doi.acm.org/10.1145/2810103.2813701,ccs,2015,,,
Constants Count: Practical Improvements to Oblivious RAM.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ren-ling,uss,2015,,,
Control Jujutsu: On the Weaknesses of Fine-Grained Control Flow Integrity.,http://doi.acm.org/10.1145/2810103.2813646,ccs,2015,,,
Control-Flow Bending: On the Effectiveness of Control-Flow Integrity.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/carlini,uss,2015,,,
Controlled-Channel Attacks: Deterministic Side Channels for Untrusted Operating Systems.,https://doi.org/10.1109/SP.2015.45,sp,2015,,,
Cookies Lack Integrity: Real-World Implications.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/zheng,uss,2015,,,
CopperDroid: Automatic Reconstruction of Android Malware Behaviors.,http://www.internetsociety.org/doc/copperdroid-automatic-reconstruction-android-malware-behaviors,ndss,2015,,,
Counterfeit Object-oriented Programming: On the Difficulty of Preventing Code Reuse Attacks in C++ Applications.,https://doi.org/10.1109/SP.2015.51,sp,2015,,,
Cracking App Isolation on Apple: Unauthorized Cross-App Resource Access on MAC OS~X and iOS.,http://doi.acm.org/10.1145/2810103.2813609,ccs,2015,,,
Cracking-Resistant Password Vaults Using Natural Language Encoders.,https://doi.org/10.1109/SP.2015.36,sp,2015,,,
Cross-Architecture Bug Search in Binary Executables.,https://doi.org/10.1109/SP.2015.49,sp,2015,,,
Cross-Site Search Attacks.,http://doi.acm.org/10.1145/2810103.2813688,ccs,2015,,,
CrowdTarget: Target-based Detection of Crowdturfing in Online Social Networks.,http://doi.acm.org/10.1145/2810103.2813661,ccs,2015,,,
Cryptanalysis of a (Somewhat) Additively Homomorphic Encryption Scheme Used in PIR.,https://doi.org/10.1007/978-3-662-48051-9_14,fcw,2015,,,
Cryptographic Currencies from a Tech-Policy Perspective: Policy Issues and Technical Directions.,https://doi.org/10.1007/978-3-662-48051-9_8,fcw,2015,,,
Cuckoo Cycle: A Memory Bound Graph-Theoretic Proof-of-Work.,https://doi.org/10.1007/978-3-662-48051-9_4,fcw,2015,,,
De-anonymizing Programmers via Code Stylometry.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/caliskan-islam,uss,2015,,,
DeepDroid: Dynamically Enforcing Enterprise Policy on Android Devices.,http://www.internetsociety.org/doc/deepdroid-dynamically-enforcing-enterprise-policy-android-devices,ndss,2015,,,
Defeating IMSI Catchers.,http://doi.acm.org/10.1145/2810103.2813615,ccs,2015,,,
"DEFY: A Deniable, Encrypted File System for Log-Structured Storage.",http://www.internetsociety.org/doc/defy-deniable-encrypted-file-system-log-structured-storage,ndss,2015,,,
DEMOS-2: Scalable E2E Verifiable Elections without Random Oracles.,http://doi.acm.org/10.1145/2810103.2813727,ccs,2015,,,
Demystifying Incentives in the Consensus Computer.,http://doi.acm.org/10.1145/2810103.2813659,ccs,2015,,,
Deniable Key Exchanges for Secure Messaging.,http://doi.acm.org/10.1145/2810103.2813616,ccs,2015,,,
Design and Analysis of Shoulder Surfing Resistant PIN Based Authentication Mechanisms on Google Glass.,https://doi.org/10.1007/978-3-662-48051-9_21,fcw,2015,,,
Detecting and Exploiting Second Order Denial-of-Service Vulnerabilities in Web Applications.,http://doi.acm.org/10.1145/2810103.2813680,ccs,2015,,,
Detecting Clusters of Fake Accounts in Online Social Networks.,http://doi.acm.org/10.1145/2808769.2808779,ccsaisec,2015,,,
Detecting Malicious Activity with DNS Backscatter.,http://doi.acm.org/10.1145/2815675.2815706,imc,2015,,,
Differential Privacy for Classifier Evaluation.,http://doi.acm.org/10.1145/2808769.2808775,ccsaisec,2015,,,
Differential Privacy with Bounded Priors: Reconciling Utility and Privacy in Genome-Wide Association Studies.,http://doi.acm.org/10.1145/2810103.2813610,ccs,2015,,,
Dissecting UbuntuOne: Autopsy of a Global-scale Personal Cloud Back-end.,http://doi.acm.org/10.1145/2815675.2815677,imc,2015,,,
Drops for Stuff: An Analysis of Reshipping Mule Scams.,http://doi.acm.org/10.1145/2810103.2813620,ccs,2015,,,
EASEAndroid: Automatic Policy Analysis and Refinement for Security Enhanced Android via Large-Scale Semi-Supervised Learning.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wang-ruowen,uss,2015,,,
Eclipse Attacks on Bitcoin's Peer-to-Peer Network.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/heilman,uss,2015,,,
EdgeMiner: Automatically Detecting Implicit Control Flow Transitions through the Android Framework.,http://www.internetsociety.org/doc/edgeminer-automatically-detecting-implicit-control-flow-transitions-through-android-framework,ndss,2015,,,
Effective Real-Time Android Application Auditing.,https://doi.org/10.1109/SP.2015.60,sp,2015,,,
"Efficient Genome-Wide, Privacy-Preserving Similar Patient Query based on Private Edit Distance.",http://doi.acm.org/10.1145/2810103.2813725,ccs,2015,,,
Efficient RAM and control flow in verifiable outsourced computation.,http://www.internetsociety.org/doc/efficient-ram-and-control-flow-verifiable-outsourced-computation,ndss,2015,,,
Efficient Statically-Secure Large-Universe Multi-Authority Attribute-Based Encryption.,https://doi.org/10.1007/978-3-662-47854-7_19,fc,2015,,,
EKHunter: A Counter-Offensive Toolkit for Exploit Kit Infiltration.,http://www.internetsociety.org/doc/ekhunter-counter-offensive-toolkit-exploit-kit-infiltration,ndss,2015,,,
Electri-Fi Your Data: Measuring and Combining Power-Line Communications with WiFi.,http://doi.acm.org/10.1145/2815675.2815689,imc,2015,,,
Empirical Analysis of Search Advertising Strategies.,http://doi.acm.org/10.1145/2815675.2815694,imc,2015,,,
Equivalence-based Security for Querying Encrypted Databases: Theory and Application to Privacy Policy Audits.,http://doi.acm.org/10.1145/2810103.2813638,ccs,2015,,,
Every Second Counts: Quantifying the Negative Externalities of Cybercrime via Typosquatting.,https://doi.org/10.1109/SP.2015.16,sp,2015,,,
EVILCOHORT: Detecting Communities of Malicious Accounts on Online Services.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/stringhini,uss,2015,,,
Examining How the Great Firewall Discovers Hidden Circumvention Servers.,http://doi.acm.org/10.1145/2815675.2815690,imc,2015,,,
Exploiting and Protecting Dynamic Code Generation.,http://www.internetsociety.org/doc/exploiting-and-protecting-dynamic-code-generation,ndss,2015,,,
Exploiting Temporal Dynamics in Sybil Defenses.,http://doi.acm.org/10.1145/2810103.2813693,ccs,2015,,,
Face/Off: Preventing Privacy Leakage From Photos in Social Networks.,http://doi.acm.org/10.1145/2810103.2813603,ccs,2015,,,
"Falcon Codes: Fast, Authenticated LT Codes (Or: Making Rapid Tornadoes Unstoppable).",http://doi.acm.org/10.1145/2810103.2813728,ccs,2015,,,
Fast and Secure Three-party Computation: The Garbled Circuit Approach.,http://doi.acm.org/10.1145/2810103.2813705,ccs,2015,,,
Fast Garbling of Circuits Under Standard Assumptions.,http://doi.acm.org/10.1145/2810103.2813619,ccs,2015,,,
Fast Non-Malleable Commitments.,http://doi.acm.org/10.1145/2810103.2813721,ccs,2015,,,
"Fast, Privacy Preserving Linear Regression over Distributed Datasets based on Pre-Distributed Data.",http://doi.acm.org/10.1145/2808769.2808774,ccsaisec,2015,,,
Faster Secure Computation through Automatic Parallelization.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/buescher,uss,2015,,,
Finding Unknown Malice in 10 Seconds: Mass Vetting for New Threats at the Google-Play Scale.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/chen-kai,uss,2015,,,
Fingerprinting Web Users Through Font Metrics.,https://doi.org/10.1007/978-3-662-47854-7_7,fc,2015,,,
Firmalice - Automatic Detection of Authentication Bypass Vulnerabilities in Binary Firmware.,http://www.internetsociety.org/doc/firmalice-automatic-detection-authentication-bypass-vulnerabilities-binary-firmware,ndss,2015,,,
FlowWatcher: Defending against Data Disclosure Vulnerabilities in Web Applications.,http://doi.acm.org/10.1145/2810103.2813639,ccs,2015,,,
Forward Secure Asynchronous Messaging from Puncturable Encryption.,https://doi.org/10.1109/SP.2015.26,sp,2015,,,
FreeSentry: protecting against use-after-free vulnerabilities due to dangling pointers.,http://www.internetsociety.org/doc/freesentry-protecting-against-use-after-free-vulnerabilities-due-dangling-pointers,ndss,2015,,,
Frequency-Hiding Order-Preserving Encryption.,http://doi.acm.org/10.1145/2810103.2813629,ccs,2015,,,
From .academy to .zone: An Analysis of the New TLD Land Rush.,http://doi.acm.org/10.1145/2815675.2815696,imc,2015,,,
From Collision To Exploitation: Unleashing Use-After-Free Vulnerabilities in Linux Kernel.,http://doi.acm.org/10.1145/2810103.2813637,ccs,2015,,,
From Facepalm to Brain Bender: Exploring Client-Side Cross-Site Scripting.,http://doi.acm.org/10.1145/2810103.2813625,ccs,2015,,,
From System Services Freezing to System Server Shutdown in Android: All You Need Is a Loop in an App.,http://doi.acm.org/10.1145/2810103.2813606,ccs,2015,,,
GCM-SIV: Full Nonce Misuse-Resistant Authenticated Encryption at Under One Cycle per Byte.,http://doi.acm.org/10.1145/2810103.2813613,ccs,2015,,,
GenoGuard: Protecting Genomic Data against Brute-Force Attacks.,https://doi.org/10.1109/SP.2015.34,sp,2015,,,
Geppetto: Versatile Verifiable Computation.,https://doi.org/10.1109/SP.2015.23,sp,2015,,,
Glass OTP: Secure and Convenient User Authentication on Google Glass.,https://doi.org/10.1007/978-3-662-48051-9_22,fcw,2015,,,
Going Wild: Large-Scale Classification of Open DNS Resolvers.,http://doi.acm.org/10.1145/2815675.2815683,imc,2015,,,
Gracewipe: Secure and Verifiable Deletion under Coercion.,http://www.internetsociety.org/doc/gracewipe-secure-and-verifiable-deletion-under-coercion,ndss,2015,,,
GraphSC: Parallel Secure Computation Made Easy.,https://doi.org/10.1109/SP.2015.30,sp,2015,,,
GRECS: Graph Encryption for Approximate Shortest Distance Queries.,http://doi.acm.org/10.1145/2810103.2813672,ccs,2015,,,
Group Signatures with Probabilistic Revocation: A Computationally-Scalable Approach for Providing Privacy-Preserving Authentication.,http://doi.acm.org/10.1145/2810103.2813602,ccs,2015,,,
GSMem: Data Exfiltration from Air-Gapped Computers over GSM Frequencies.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/guri,uss,2015,,,
GUITAR: Piecing Together Android App GUIs from Memory Images.,http://doi.acm.org/10.1145/2810103.2813650,ccs,2015,,,
Hard Drive Side-Channel Attacks Using Smartphone Magnetic Field Sensors.,https://doi.org/10.1007/978-3-662-47854-7_30,fc,2015,,,
Hare Hunting in the Wild Android: A Study on the Threat of Hanging Attribute References.,http://doi.acm.org/10.1145/2810103.2813648,ccs,2015,,,
Heisenbyte: Thwarting Memory Disclosure Attacks using Destructive Code Reads.,http://doi.acm.org/10.1145/2810103.2813685,ccs,2015,,,
HEtest: A Homomorphic Encryption Testing Framework.,https://doi.org/10.1007/978-3-662-48051-9_16,fcw,2015,,,
Hierarchical Deterministic Bitcoin Wallets that Tolerate Key Leakage.,https://doi.org/10.1007/978-3-662-47854-7_31,fc,2015,,,
High System-Code Security with Low Overhead.,https://doi.org/10.1109/SP.2015.58,sp,2015,,,
Homomorphic Computation of Edit Distance.,https://doi.org/10.1007/978-3-662-48051-9_15,fcw,2015,,,
HORNET: High-speed Onion Routing at the Network Layer.,http://doi.acm.org/10.1145/2810103.2813628,ccs,2015,,,
How Secure and Quick is QUIC? Provable Security and Performance Analyses.,https://doi.org/10.1109/SP.2015.21,sp,2015,,,
How the ELF Ruined Christmas.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/di-frederico,uss,2015,,,
How the Estonian Tax and Customs Board Evaluated a Tax Fraud Detection System Based on Secure Multi-party Computation.,https://doi.org/10.1007/978-3-662-47854-7_14,fc,2015,,,
How to Use Bitcoin to Play Decentralized Poker.,http://doi.acm.org/10.1145/2810103.2813712,ccs,2015,,,
I Do Not Know What You Visited Last Summer: Protecting users from stateful third-party web tracking with TrackingFree browser.,http://www.internetsociety.org/doc/i-do-not-know-what-you-visited-last-summer-protecting-users-third-party-web-tracking,ndss,2015,,,
Identifying Cross-origin Resource Status Using Application Cache.,http://www.internetsociety.org/doc/identifying-cross-origin-resource-status-using-application-cache,ndss,2015,,,
Identifying Traffic Differentiation in Mobile Networks.,http://doi.acm.org/10.1145/2815675.2815691,imc,2015,,,
Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice.,http://doi.acm.org/10.1145/2810103.2813707,ccs,2015,,,
In and Out of Cuba: Characterizing Cuba's Connectivity.,http://doi.acm.org/10.1145/2815675.2815718,imc,2015,,,
In the Compression Hornet's Nest: A Security Study of Data Compression in Network Services.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/pellegrino,uss,2015,,,
Inclusive Block Chain Protocols.,https://doi.org/10.1007/978-3-662-47854-7_33,fc,2015,,,
Inference Attacks on Property-Preserving Encrypted Databases.,http://doi.acm.org/10.1145/2810103.2813651,ccs,2015,,,
Information Flow Analysis of Android Applications in DroidSafe.,http://www.internetsociety.org/doc/information-flow-analysis-android-applications-droidsafe,ndss,2015,,,
Inlined Information Flow Monitoring for JavaScript.,http://doi.acm.org/10.1145/2810103.2813684,ccs,2015,,,
Insecurity of Voice Solution VoLTE in LTE Mobile Networks.,http://doi.acm.org/10.1145/2810103.2813618,ccs,2015,,,
Integrated Circuit (IC) Decamouflaging: Reverse Engineering Camouflaged ICs within Minutes.,http://www.internetsociety.org/doc/integrated-circuit-ic-decamouflaging-reverse-engineering-camouflaged-ics-within-minutes,ndss,2015,,,
IntegriDB: Verifiable SQL for Outsourced Databases.,http://doi.acm.org/10.1145/2810103.2813711,ccs,2015,,,
Integro: Leveraging Victim Prediction for Robust Fake Account Detection in OSNs.,http://www.internetsociety.org/doc/integro-leveraging-victim-prediction-robust-fake-account-detection-osns,ndss,2015,,,
Investigating Interdomain Routing Policies in the Wild.,http://doi.acm.org/10.1145/2815675.2815712,imc,2015,,,
Investigating the Computer Security Practices and Needs of Journalists.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/mcgregor,uss,2015,,,
iRiS: Vetting Private API Abuse in iOS Applications.,http://doi.acm.org/10.1145/2810103.2813675,ccs,2015,,,
Is Explicit Congestion Notification usable with UDP?,http://doi.acm.org/10.1145/2815675.2815716,imc,2015,,,
Is There WiFi Yet?: How Aggressive Probe Requests Deteriorate Energy and Throughput.,http://doi.acm.org/10.1145/2815675.2815709,imc,2015,,,
Isomeron: Code Randomization Resilient to (Just-In-Time) Return-Oriented Programming.,http://www.internetsociety.org/doc/isomeron-code-randomization-resilient-just-time-return-oriented-programming,ndss,2015,,,
Issues in Designing a Bitcoin-like Community Currency.,https://doi.org/10.1007/978-3-662-48051-9_6,fcw,2015,,,
It's a TRaP: Table Randomization and Protection against Function-Reuse Attacks.,http://doi.acm.org/10.1145/2810103.2813682,ccs,2015,,,
Knock Yourself Out: Secure Authentication with Short Re-Usable Passwords.,http://www.internetsociety.org/doc/knock-yourself-out-secure-authentication-short-re-usable-passwords,ndss,2015,,,
Last-Level Cache Side-Channel Attacks are Practical.,https://doi.org/10.1109/SP.2015.43,sp,2015,,,
Lattice Basis Reduction Attack against Physically Unclonable Functions.,http://doi.acm.org/10.1145/2810103.2813723,ccs,2015,,,
Leakage-Abuse Attacks Against Searchable Encryption.,http://doi.acm.org/10.1145/2810103.2813700,ccs,2015,,,
Leakage-Resilient Authentication and Encryption from Symmetric Cryptographic Primitives.,http://doi.acm.org/10.1145/2810103.2813626,ccs,2015,,,
Leave Me Alone: App-Level Protection against Runtime Information Gathering on Android.,https://doi.org/10.1109/SP.2015.61,sp,2015,,,
Leveraging Internet Background Radiation for Opportunistic Network Analysis.,http://doi.acm.org/10.1145/2815675.2815702,imc,2015,,,
"Liar, Liar, Coins on Fire!: Penalizing Equivocation By Loss of Bitcoins.",http://doi.acm.org/10.1145/2810103.2813686,ccs,2015,,,
LinkDroid: Reducing Unregulated Aggregation of App Usage Behaviors.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/feng,uss,2015,,,
Location-restricted Services Access Control Leveraging Pinpoint Waveforming.,http://doi.acm.org/10.1145/2810103.2813709,ccs,2015,,,
"Location, Location, Location: The Impact of Geolocation on Web Search Personalization.",http://doi.acm.org/10.1145/2815675.2815714,imc,2015,,,
LOOP: Logic-Oriented Opaque Predicate Detection in Obfuscated Binary Code.,http://doi.acm.org/10.1145/2810103.2813617,ccs,2015,,,
Losing Control: On the Effectiveness of Control-Flow Integrity under Stack Attacks.,http://doi.acm.org/10.1145/2810103.2813671,ccs,2015,,,
M2R: Enabling Stronger Privacy in MapReduce Computation.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/dinh,uss,2015,,,
Machine Learning Classification over Encrypted Data.,http://www.internetsociety.org/doc/machine-learning-classification-over-encrypted-data,ndss,2015,,,
MalGene: Automatic Extraction of Malware Analysis Evasion Signature.,http://doi.acm.org/10.1145/2810103.2813642,ccs,2015,,,
Malicious Behavior Detection using Windows Audit Logs.,http://doi.acm.org/10.1145/2808769.2808773,ccsaisec,2015,,,
Malicious-Client Security in Blind Seer: A Scalable Private DBMS.,https://doi.org/10.1109/SP.2015.31,sp,2015,,,
Management Plane Analytics.,http://doi.acm.org/10.1145/2815675.2815684,imc,2015,,,
Maneuvering Around Clouds: Bypassing Cloud-based Security Providers.,http://doi.acm.org/10.1145/2810103.2813633,ccs,2015,,,
Marionette: A Programmable Network Traffic Obfuscation System.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/dyer,uss,2015,,,
Market-Driven Code Provisioning to Mobile Secure Hardware.,https://doi.org/10.1007/978-3-662-47854-7_23,fc,2015,,,
Mass-surveillance without the State: Strongly Undetectable Algorithm-Substitution Attacks.,http://doi.acm.org/10.1145/2810103.2813681,ccs,2015,,,
Measurement and Analysis of Traffic Exchange Services.,http://doi.acm.org/10.1145/2815675.2815708,imc,2015,,,
Measuring Real-World Accuracies and Biases in Modeling Password Guessability.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,uss,2015,,,
Measuring the Impact and Perception of Acceptable Advertisements.,http://doi.acm.org/10.1145/2815675.2815703,imc,2015,,,
Measuring the Longitudinal Evolution of the Online Anonymous Marketplace Ecosystem.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/soska,uss,2015,,,
Meerkat: Detecting Website Defacements through Image-based Object Recognition.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/borgolte,uss,2015,,,
"METDS - A Self-contained, Context-Based Detection System for Evil Twin Access Points.",https://doi.org/10.1007/978-3-662-47854-7_22,fc,2015,,,
"Micro-Policies: Formally Verified, Tag-Based Security Monitors.",https://doi.org/10.1109/SP.2015.55,sp,2015,,,
Micropayments for Decentralized Currencies.,http://doi.acm.org/10.1145/2810103.2813713,ccs,2015,,,
Mind Your Blocks: On the Stealthiness of Malicious BGP Hijacks.,http://www.internetsociety.org/doc/mind-your-blocks-stealthiness-malicious-bgp-hijacks,ndss,2015,,,
